feature	fefifo_8001_2_49__shotgun	fefifo_8001_6_2__shotgun	fefifo_8001_7_23__shotgun	fefifo_8002_1_59__shotgun	fefifo_8002_2_58__shotgun	fefifo_8002_6_111__shotgun	fefifo_8002_7_17__shotgun	fefifo_8003_1_54__shotgun	fefifo_8003_2_55__shotgun	fefifo_8003_6_102__shotgun	fefifo_8003_7_109__shotgun	fefifo_8004_1_63__shotgun	fefifo_8004_2_64__shotgun	fefifo_8004_6_13__shotgun	fefifo_8004_7_154__shotgun	fefifo_8006_1_72__shotgun	fefifo_8006_2_77__shotgun	fefifo_8006_6_6__shotgun	fefifo_8006_7_164__shotgun	fefifo_8007_2_68__shotgun	fefifo_8007_6_11__shotgun	fefifo_8008_1_85__shotgun	fefifo_8008_2_76__shotgun	fefifo_8008_6_22__shotgun	fefifo_8008_7_153__shotgun	fefifo_8009_1_93__shotgun	fefifo_8009_2_81__shotgun	fefifo_8009_6_159__shotgun	fefifo_8009_7_201__shotgun	fefifo_8010_1_87__shotgun	fefifo_8010_2_89__shotgun	fefifo_8010_6_151__shotgun	fefifo_8010_7_152__shotgun	fefifo_8011_1_33__shotgun	fefifo_8011_2_104__shotgun	fefifo_8011_7_216__shotgun	fefifo_8013_1_91__shotgun	fefifo_8013_2_125__shotgun	fefifo_8014_2_34__shotgun	fefifo_8014_6_123__shotgun	fefifo_8014_7_145__shotgun	fefifo_8016_1_43__shotgun	fefifo_8016_2_41__shotgun	fefifo_8016_6_146__shotgun	fefifo_8016_7_292__shotgun	fefifo_8017_1_15__shotgun	fefifo_8017_2_16__shotgun	fefifo_8017_6_289__shotgun	fefifo_8017_7_205__shotgun	fefifo_8018_1_3__shotgun	fefifo_8018_6_290__shotgun	fefifo_8018_7_219__shotgun	fefifo_8020_1_82__shotgun	fefifo_8020_2_83__shotgun	fefifo_8020_7_193__shotgun	fefifo_8021_1_26__shotgun	fefifo_8021_2_21__shotgun	fefifo_8021_6_285__shotgun	fefifo_8021_7_288__shotgun	fefifo_8022_1_42__shotgun	fefifo_8022_2_5__shotgun	fefifo_8022_6_208__shotgun	fefifo_8022_7_254__shotgun	fefifo_8023_2_30__shotgun	fefifo_8023_6_183__shotgun	fefifo_8023_7_291__shotgun	fefifo_8024_1_99__shotgun	fefifo_8024_2_131__shotgun	fefifo_8024_6_248__shotgun	fefifo_8024_7__shotgun	fefifo_8025_1_27__shotgun	fefifo_8025_2_20__shotgun	fefifo_8025_6_213__shotgun	fefifo_8025_7_220__shotgun	fefifo_8026_2_60__shotgun	fefifo_8026_6_276__shotgun	fefifo_8026_7_255__shotgun	fefifo_8027_1_18__shotgun	fefifo_8027_2_1__shotgun	fefifo_8027_6_283__shotgun	fefifo_8027_7_218__shotgun	fefifo_8028_1_25__shotgun	fefifo_8028_7_199__shotgun	fefifo_8029_1_97__shotgun	fefifo_8029_2_98__shotgun	fefifo_8029_6_194__shotgun	fefifo_8029_7_195__shotgun	fefifo_8030_1_121__shotgun	fefifo_8030_2_124__shotgun	fefifo_8030_6_251__shotgun	fefifo_8030_7__shotgun	fefifo_8031_6_272__shotgun	fefifo_8031_7_258__shotgun	fefifo_8032_1_29__shotgun	fefifo_8032_2_28__shotgun	fefifo_8032_6_271__shotgun	fefifo_8032_7_209__shotgun	fefifo_8033_1_4__shotgun	fefifo_8033_2_14__shotgun	fefifo_8033_6_256__shotgun	fefifo_8033_7_178__shotgun	fefifo_8034_1_114__shotgun	fefifo_8034_2_232__shotgun	fefifo_8034_6_198__shotgun	fefifo_8034_7_181__shotgun	fefifo_8035_1_168__shotgun	fefifo_8035_2_257__shotgun	fefifo_8036_1_169__shotgun	fefifo_8036_2_170__shotgun	fefifo_8036_7_321__shotgun	fefifo_8037_1_119__shotgun	fefifo_8037_2_228__shotgun	fefifo_8037_6_243__shotgun	fefifo_8037_7_303__shotgun	fefifo_8038_1_116__shotgun	fefifo_8038_2_224__shotgun	fefifo_8038_6_249__shotgun	fefifo_8038_7_305__shotgun	fefifo_8039_1_226__shotgun	fefifo_8039_2_166__shotgun	fefifo_8039_6_235__shotgun	fefifo_8039_7_329__shotgun	fefifo_8041_1_207__shotgun	fefifo_8041_2_211__shotgun	fefifo_8041_6_320__shotgun	fefifo_8041_7_317__shotgun
ko:K03832	9282.70454	4029.42741	27292.21774	10429.40557	2973.17631	15216.28856	3909.12933	5435.6424	19490.24665	29551.08413	27173.81674	5605.26241	10426.23238	3673.54077	9237.83513	7035.19189	4145.11754	4124.95367	12914.66285	7939.59878	10991.82201	10496.18624	1071.5254	5558.14618	8387.70821	8277.36121	11021.2178	31658.64504	10122.8109	5115.8655	7627.68572	5856.43942	10017.27233	4832.29981	13889.70269	9613.9024	8478.32747	3980.79251	6900.45326	19213.188	11242.69575	3587.93234	3034.38508	6056.14802	23548.50764	14766.94897	2845.59303	4579.76157	17200.81055	3301.59791	3683.81541	8347.42853	7526.31873	6559.72369	20795.47481	13574.13212	7329.30449	4601.49103	8097.89212	6329.80593	6809.99292	3884.3288	5632.13061	18137.08466	6578.76702	8256.58378	8973.37309	15550.07729	526.80444	2584.14244	5865.96115	4361.23812	6071.16711	8049.41365	4417.24552	8615.77209	13442.86927	2495.35797	784.11644	5109.97849	8028.54091	7962.02082	24504.73058	11936.04502	14537.91533	11672.99735	14451.35133	10947.8682	11852.64368	3505.63041	11427.32523	5564.03836	7544.56327	11798.64172	17009.89099	12167.87414	5025.19005	7170.36909	2574.9113	4473.25762	2574.95966	2684.58299	4744.11929	14947.51699	10339.65167	3281.55472	4063.49033	17058.30022	8193.63878	17098.2247	5343.82419	3863.72133	1433.67218	14358.70366	7866.77452	6833.92733	8070.04008	12105.06425	7839.94562	19094.89531	4157.77512	9137.77435	9102.53222	6591.47237	4484.73601	13255.16415
ko:K03833	438.69684	229.16548	1855.41314	1431.27019	315.57753	1983.52482	740.67243	847.83237	704.08963	1870.34186	547.78637	251.82137	695.7399	310.88905	896.34979	325.25907	141.1473	442.70739	442.48857	266.56381	127.13705	639.34913	64.73394	156.48221	550.59728	657.61819	589.61951	1119.76709	598.91729	269.83788	291.24168	247.83384	295.13223	251.40099	739.83628	524.71057	393.35825	440.09934	507.09666	1835.36277	1260.05898	575.11578	601.37435	625.22736	3035.61018	2882.54718	330.92036	226.4037	919.44062	260.70402	123.82	255.74754	307.68497	412.74352	765.48801	544.40032	231.01323	292.40539	218.53543	144.93129	485.05945	311.87601	306.46647	465.69022	439.4252	123.79468	347.77163	719.2092	36.28744	170.74113	1113.19088	286.06041	474.68903	587.80046	214.59934	288.49492	568.71797	114.16769	87.53101	994.16863	467.7587	683.15544	851.52824	654.06194	641.91934	481.24972	938.19527	571.57281	829.60831	369.06377	828.44621	693.72008	835.51135	361.79423	444.04433	170.31022	68.91502	366.96428	542.23269	850.25602	584.98061	465.92731	216.26074	916.40362	808.14813	335.15342	413.61635	665.33318	252.36793	386.56127	531.30146	419.13612	113.88672	840.75309	377.31734	278.19262	348.03753	367.67566	462.78541	821.17756	137.8576	216.24966	389.62719	288.4658	149.86969	348.60625
ko:K03834	12.68663	9.73146	246.02409	128.63401	16.12659	69.3091	26.24461	27.36907	39.46384	190.20047	187.14964	12.55759	42.62552	9.1173	31.4499	28.09103	13.08514	39.07042	48.97401	67.2292	28.84595	46.48504	3.16136	22.22644	66.23744	54.23789	50.17035	278.60822	34.6435	71.59977	202.89937	27.81922	138.42944	23.07141	147.3133	39.75922	43.2544	30.60909	61.02876	227.30682	180.22914	7.58415	12.96702	18.45203	21.46895	3786.52147	45.68193	58.15535	54.11439	36.22297	9.24139	19.04167	7.48087	63.09587	52.51344	40.28956	50.38286	20.91793	47.47242	56.48544	235.60414	233.55006	272.34171	156.8537	93.70414	113.34571	71.2804	162.29859	3.86721	16.87309	43.7418	25.17681	32.71011	62.00899	18.13895	39.78441	61.01085	39.76674	17.54904	30.57863	93.51614	108.80096	191.94011	23.22526	73.41404	29.9386	58.09134	241.4799	583.36824	354.98841	176.43004	451.42569	693.23779	55.37922	111.94122	33.62219	13.6242	143.381	9.64485	39.58353	14.49901	7.99807	5.12348	19.89263	17.16117	54.48549	51.17395	66.28068	27.89663	19.05837	37.01745	63.51818	13.00107	84.86408	12.86824	29.27592	35.22957	35.23203	49.86646	172.08219	36.2517	8.14128	9.77811	12.2841	10.33079	15.87506
ko:K03835	6.54811	3.83	69.71451	98.39737	10.24651	38.79207	17.87357	14.31581	21.49359	60.23698	55.41102	2.80085	3.87306	5.86614	7.05071	10.84047	5.29822	13.00758	18.1758	33.0744	8.44261	11.25119	2.26436	5.36175	26.92515	30.02882	26.04045	99.58951	21.44102	31.96769	68.68719	12.08156	36.31709	7.60093	72.60268	8.74651	25.04668	23.34621	25.41153	78.35929	103.46891	0.27422	2.65958	12.13514	8.66784	2747.74699	38.2696	42.15453	43.09327	29.05313	4.96111	6.46911	0.45802	45.86001	22.00225	13.82133	17.75751	12.15447	6.87563	39.45438	174.43437	180.23766	169.88751	62.64034	31.49909	22.32534	65.39203	100.23031	1.01365	16.39243	30.01744	22.14079	23.38444	47.57022	14.67041	32.07934	50.05511	23.84724	11.75024	12.58102	43.26311	45.27897	63.29026	12.62994	24.27453	11.18901	29.39421	179.82897	441.06635	273.06352	137.92777	172.63486	282.9651	38.78421	70.49846	18.86433	7.06432	92.45011	9.07381	35.60341	7.62694	7.63904	1.58981	11.10197	11.40294	41.79845	31.11073	53.79515	17.84455	15.01213	18.28943	42.69173	9.59701	45.27999	2.95012	10.67467	7.30568	17.00485	19.11949	108.92641	14.09093	2.14442	3.90457	7.30955	8.49037	7.27526
ko:K03836	1.63069	NA	1.75193	34.55872	NA	22.07737	2.50725	1.98694	4.57353	18.76056	1.67774	NA	1.00109	0.67534	2.00078	7.74354	3.15646	7.47255	9.48867	29.9669	4.90376	5.20031	NA	1.02486	18.78652	16.68559	16.49672	33.85991	15.79081	3.47226	9.47236	3.0987	1.90097	5.12989	27.8422	3.59223	18.0062	14.91569	24.1685	70.48983	86.53112	NA	NA	NA	NA	2315.32881	29.00648	31.31003	6.08053	10.98367	NA	2.23867	NA	37.13145	12.39234	5.56958	1.23575	1.501	1.94531	34.34718	149.42178	158.87109	141.5119	17.22892	5.36383	NA	28.92888	66.16998	NA	NA	15.12823	6.81375	5.5991	15.57585	NA	3.30511	NA	19.36175	9.40863	NA	21.20998	28.50721	4.91033	11.3305	13.19722	9.05651	25.78089	124.54756	368.16091	233.67017	87.62603	4.09996	1.48648	22.36013	53.69582	11.84308	3.23159	82.71747	3.5861	11.85085	2.81045	7.18307	0.90816	7.41604	8.52924	34.02361	22.77847	23.43229	5.92784	7.5453	11.21867	32.15144	6.40035	16.05701	1.62884	8.36751	4.81978	8.62928	10.62634	85.77569	9.12977	NA	3.90457	3.78015	7.81644	5.25759
ko:K03837	4.26411	1.73844	57.87817	63.05113	21.93241	27.8812	20.10122	2.70974	5.5501	41.24129	53.69051	7.43825	16.45031	5.38976	12.12819	10.26641	5.45838	9.39292	17.92546	12.88194	1.14516	8.97227	2.6558	5.41763	6.58764	7.46992	9.75008	52.148	3.03746	29.82272	59.18872	3.19644	32.6931	4.25216	54.65443	7.38559	7.861	2.72526	2.09616	4.15987	27.54614	5.94054	2.81887	4.49266	8.22343	988.6375	7.82248	15.68654	9.82424	9.98551	1.19809	0.46196	1.0164	20.77337	11.32555	16.09355	18.78584	11.56677	5.97133	12.21782	66.6593	68.11084	75.50553	44.96575	25.179	31.28536	21.4411	66.80481	1.01722	2.35208	22.13421	12.92356	15.44175	26.65848	NA	1.32829	3.96915	5.18046	4.47435	3.71268	16.62128	22.92793	52.28475	7.89899	10.6274	4.08902	19.99451	129.51525	189.21127	105.21365	96.08982	197.47812	328.16722	15.49864	28.89543	8.3054	4.9092	25.44051	7.75311	7.90939	4.18959	5.59365	6.6976	15.47484	14.45394	21.81955	17.0714	19.65313	9.50269	16.1169	4.91852	7.4317	2.94942	11.76677	1.62839	2.11838	10.2265	4.97473	2.29526	44.22666	2.17901	NA	2.00728	7.79135	8.07852	0.33786
ko:K03838	7.62824	6.43337	32.3913	15.90927	NA	1.77569	NA	20.50867	17.69029	9.68945	3.21246	4.87122	1.19803	0.80819	12.96952	4.75018	2.16718	1.97273	9.20773	10.42695	NA	NA	NA	NA	10.1406	1.53713	6.82674	12.31677	1.42011	0.6112	NA	1.26844	3.89446	NA	34.96138	1.93977	12.14866	4.74246	3.48928	27.7011	33.82379	NA	NA	1.30931	NA	1258.93236	5.31343	14.38826	5.97131	7.67378	1.84086	4.62558	1.43991	17.76237	6.55522	6.61818	2.23836	4.67124	3.12043	18.64085	84.95644	83.88629	92.25306	6.07856	0.82196	2.73392	9.83418	38.42484	NA	NA	16.69359	6.68319	11.40681	13.22982	NA	1.77182	1.83471	6.12408	NA	0.68845	7.106	8.64765	3.57984	0.60245	0.83423	NA	5.08966	91.60942	249.37173	146.60444	71.83191	216.81542	306.50327	3.976	29.40004	3.40689	1.95365	40.17039	47.14595	47.54618	18.59169	NA	1.11663	NA	0.0318	23.68397	12.57209	5.27284	0.76658	1.78155	NA	5.86672	1.02451	NA	0.14501	0.14604	7.38135	0.14773	12.54373	26.27212	4.71722	NA	NA	1.36799	6.01441	NA
ko:K03839	2189.85288	1335.69974	9678.78917	3087.33151	902.64697	4053.00205	1036.40649	1485.94044	3790.27083	5266.64192	3768.57335	1265.5163	2470.68174	900.59674	2366.58814	1956.32021	1106.35389	1003.68065	3197.25396	1961.54011	2764.37231	2526.985	190.01449	1150.00661	1928.17721	1775.6034	2578.78132	5548.69066	2217.23694	1376.04803	2174.40537	1666.15287	2636.156	1690.23428	4156.98439	3106.0829	1661.89979	904.3089	1844.25075	6379.798	2463.72568	995.39281	1003.36179	2075.09404	3129.14115	4524.79359	972.36233	1091.75595	4628.41198	1376.80384	1628.97507	3939.34668	1926.00568	2451.83164	4349.41806	3066.34711	1486.63749	1133.70085	1872.56326	1665.55634	1912.1713	1153.20365	1457.53307	4934.45049	1800.90306	2132.73917	2946.16326	4865.86083	169.41508	1163.089	1459.61623	1241.60121	1491.03671	2206.85702	2120.29844	3417.99731	4114.14317	844.36302	281.47461	1498.38416	3619.75193	2022.6769	6381.10317	4247.4754	4849.70633	3505.73634	4393.45397	3222.99762	3241.25018	1205.57477	3331.77534	1770.23565	2370.92734	2923.37412	4996.08994	3668.83389	1355.3686	2887.06142	748.946	1243.39641	842.70085	663.04555	1242.35536	3724.16969	2417.21535	724.30983	1046.74807	4350.85716	2145.41423	2866.75075	1160.66098	1035.17977	374.87948	3913.68614	2347.03428	1768.48689	2255.35042	3729.8301	1957.83984	5000.54914	916.53703	1741.1733	2267.10538	1856.33452	1132.43636	3707.93765
ko:K03840	NA	NA	4.43729	21.8768	NA	3.42371	NA	NA	1.40305	0.26946	0.27471	1.68258	0.2732	1.95633	NA	NA	NA	0.55842	2.23002	9.85944	0.27998	NA	NA	NA	7.18276	2.02355	0.25973	4.49672	0.26383	NA	0.50822	NA	NA	2.28273	32.78866	1.38856	5.7237	5.61324	NA	3.19107	20.39155	NA	1.49389	NA	NA	888.81859	4.06008	15.30192	NA	1.14763	NA	0.26183	1.10978	20.79669	7.20228	NA	NA	2.83801	2.16697	4.98871	68.45828	72.88927	60.15922	7.12418	NA	NA	17.43866	34.15584	NA	NA	5.55957	NA	NA	8.44655	NA	1.58892	NA	2.96629	6.94095	NA	10.27174	2.55778	NA	NA	2.32426	0.52961	NA	94.57261	163.67728	75.33836	57.55514	119.78746	207.3555	7.48323	23.09024	1.93736	8.08361	26.37988	4.88177	0.25669	2.32061	NA	NA	NA	NA	15.56989	5.59982	0.50311	2.94863	1.04949	NA	1.63728	NA	4.72674	NA	1.66204	4.42262	NA	10.9968	17.26781	6.50031	NA	NA	NA	2.34856	NA
ko:K03841	25.21298	61.68208	642.06525	182.36655	131.32168	71.46575	104.49595	128.05474	381.1416	429.29831	126.62303	47.30324	41.38524	40.49348	146.4365	104.44955	34.12076	89.90007	311.68071	61.6163	18.88896	118.58869	12.3067	32.79752	87.5877	144.67693	146.23917	384.87574	139.32165	93.55736	128.88414	116.93958	148.69935	59.35995	278.75565	82.71833	127.58002	104.68682	103.00659	287.33233	253.96727	37.04868	73.71033	92.79817	95.52078	1847.25592	27.19249	73.26874	178.65944	128.36301	95.02377	260.98102	300.72026	726.83342	456.34425	163.27847	104.70149	123.03212	125.61134	45.97619	178.45373	143.50644	149.70519	294.20904	95.98545	112.89928	323.79529	360.40581	20.36743	302.24025	65.78896	50.8531	146.17254	189.4963	46.99614	161.31478	168.92437	35.93234	7.14537	124.81515	380.58948	59.11725	103.76679	193.99673	170.52456	115.53089	137.37667	204.25027	407.05225	168.66253	210.70787	303.30692	461.71515	150.94431	170.36076	101.37256	24.13126	287.61918	158.38217	299.29102	108.93932	25.49863	48.62711	158.68409	115.11376	55.24795	66.01944	126.46853	75.5123	35.45473	111.91717	181.3286	54.92169	509.41955	93.90013	75.89342	114.72016	140.3784	272.35679	356.07305	45.74313	52.60148	45.81522	60.23156	32.83161	95.0684
ko:K03842	NA	NA	NA	NA	NA	NA	NA	NA	6.52013	10.2275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.44671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.54081	28.21639	NA	NA	NA	NA	NA	24.30109	55.5091	3.32746	NA	NA	NA	NA	NA	NA	NA	1.21298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K03843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.78327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2998	NA	2.26826	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.00163	58.92919	NA	NA	NA	NA	NA	20.8427	104.37225	0.28026	NA	NA	NA	NA	14.08295	47.25999	4.30689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K03844	1.64025	NA	NA	2.98095	NA	NA	NA	NA	NA	2.20653	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68795	1.7622	NA	NA	NA	NA	NA	NA	NA	1.66059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.82032	29.4026	NA	NA	NA	NA	NA	NA	3.29592	NA	NA	1.64712	NA	NA	NA	4.65968	NA	NA	NA	NA	NA	NA	1.71231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.80894	NA	4.64326	NA	NA	NA	NA	NA	3.45604	NA	NA	NA	9.09929	6.40453	NA	NA	NA	NA	NA	12.53434	16.73032	1.41979	NA	NA	NA	NA	4.56201	32.23268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.26217	NA	NA	NA	NA	NA
ko:K03845	NA	NA	NA	NA	NA	NA	NA	NA	1.52219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.50874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.00271	34.97014	NA	NA	NA	NA	NA	18.65185	41.71039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K03846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.14195	25.28926	NA	NA	NA	NA	NA	15.82144	26.96747	3.23575	NA	NA	NA	NA	NA	0.70617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K03847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.44804	18.77182	NA	NA	NA	NA	NA	8.71212	41.39223	4.51125	NA	NA	NA	NA	11.71269	51.65958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K03848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.13668	23.83196	NA	NA	NA	NA	NA	9.60269	16.47937	NA	NA	NA	NA	NA	5.33239	27.87913	1.30661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K03849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.86764	NA	NA	NA	NA	NA	NA	NA	0.88655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.74449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.8547	49.31624	NA	NA	NA	NA	NA	44.78681	79.66346	5.28345	NA	NA	NA	NA	6.06444	19.3691	1.7478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K03851	680.96771	245.71533	2426.14834	415.29535	148.49412	1060.7754	410.17807	529.68155	1704.23995	2144.27964	438.30659	254.64711	487.95929	325.71889	2669.11569	605.1808	218.28516	695.60461	1036.64088	202.02959	226.92459	430.81716	70.91947	218.96527	300.55737	862.53816	927.77806	2167.70755	631.98251	386.95561	448.69968	167.80552	453.05719	399.56123	2146.16515	496.57272	550.24662	1165.02632	1462.93289	687.81087	1972.76584	683.80815	554.12941	348.54155	1379.27135	1110.35396	119.57029	325.47906	690.02514	200.45026	119.1763	244.39428	333.9336	317.86278	1009.58603	1035.95641	387.51142	341.49623	242.60574	119.88005	362.77601	317.26582	360.46708	326.03113	377.82118	157.09939	545.04362	1300.12156	42.82034	95.88365	4815.0238	382.01596	373.46572	383.67173	293.24975	822.38729	660.2375	104.4376	426.76817	181.66417	529.00683	1169.27582	946.49852	848.93964	1078.07025	806.63629	951.43565	183.13569	434.88695	152.43012	359.42861	256.08137	274.48469	598.412	612.70387	153.4266	84.76793	350.01782	284.69166	793.65843	586.42943	256.71139	328.31393	773.7935	855.03201	401.92388	471.21353	827.88577	344.11239	388.87759	323.79783	217.86764	118.15807	753.8075	233.32246	487.05216	515.19851	507.52269	749.02238	691.68684	158.6233	241.96431	201.98093	134.1473	71.86516	319.19815
ko:K03852	NA	NA	NA	NA	NA	NA	NA	NA	0.65636	1.98841	NA	NA	2.01599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.43847	24.61865	2.7388	NA	NA	NA	3.99706	2.3887	NA	NA	1.50401	8.13454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19115	0.88567	0.24904	4.34546	7.41961	0.42998	NA	NA	NA	NA	0.87962	0.44629	2.52195	8.49477	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.66584	19.26305	6.97066	3.36282	NA	NA	NA	NA	0.23531	0.47846	NA	NA	NA	NA	2.69491	10.21497	21.75137	4.8182	NA	NA	NA	NA	NA	2.24016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41348	NA	NA	NA	0.60801	2.87571	1.64616	0.49122
ko:K03853	NA	NA	NA	3.42407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.67416	NA	NA	22.03972	1.45091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.84732	NA	NA	NA	NA	NA	NA	0.44458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K03854	NA	NA	NA	2.12925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
