feature	fefifo_8001_2_49__shotgun	fefifo_8001_6_2__shotgun	fefifo_8001_7_23__shotgun	fefifo_8002_1_59__shotgun	fefifo_8002_2_58__shotgun	fefifo_8002_6_111__shotgun	fefifo_8002_7_17__shotgun	fefifo_8003_1_54__shotgun	fefifo_8003_2_55__shotgun	fefifo_8003_6_102__shotgun	fefifo_8003_7_109__shotgun	fefifo_8004_1_63__shotgun	fefifo_8004_2_64__shotgun	fefifo_8004_6_13__shotgun	fefifo_8004_7_154__shotgun	fefifo_8006_1_72__shotgun	fefifo_8006_2_77__shotgun	fefifo_8006_6_6__shotgun	fefifo_8006_7_164__shotgun	fefifo_8007_2_68__shotgun	fefifo_8007_6_11__shotgun	fefifo_8008_1_85__shotgun	fefifo_8008_2_76__shotgun	fefifo_8008_6_22__shotgun	fefifo_8008_7_153__shotgun	fefifo_8009_1_93__shotgun	fefifo_8009_2_81__shotgun	fefifo_8009_6_159__shotgun	fefifo_8009_7_201__shotgun	fefifo_8010_1_87__shotgun	fefifo_8010_2_89__shotgun	fefifo_8010_6_151__shotgun	fefifo_8010_7_152__shotgun	fefifo_8011_1_33__shotgun	fefifo_8011_2_104__shotgun	fefifo_8011_7_216__shotgun	fefifo_8013_1_91__shotgun	fefifo_8013_2_125__shotgun	fefifo_8014_2_34__shotgun	fefifo_8014_6_123__shotgun	fefifo_8014_7_145__shotgun	fefifo_8016_1_43__shotgun	fefifo_8016_2_41__shotgun	fefifo_8016_6_146__shotgun	fefifo_8016_7_292__shotgun	fefifo_8017_1_15__shotgun	fefifo_8017_2_16__shotgun	fefifo_8017_6_289__shotgun	fefifo_8017_7_205__shotgun	fefifo_8018_1_3__shotgun	fefifo_8018_6_290__shotgun	fefifo_8018_7_219__shotgun	fefifo_8020_1_82__shotgun	fefifo_8020_2_83__shotgun	fefifo_8020_7_193__shotgun	fefifo_8021_1_26__shotgun	fefifo_8021_2_21__shotgun	fefifo_8021_6_285__shotgun	fefifo_8021_7_288__shotgun	fefifo_8022_1_42__shotgun	fefifo_8022_2_5__shotgun	fefifo_8022_6_208__shotgun	fefifo_8022_7_254__shotgun	fefifo_8023_2_30__shotgun	fefifo_8023_6_183__shotgun	fefifo_8023_7_291__shotgun	fefifo_8024_1_99__shotgun	fefifo_8024_2_131__shotgun	fefifo_8024_6_248__shotgun	fefifo_8024_7__shotgun	fefifo_8025_1_27__shotgun	fefifo_8025_2_20__shotgun	fefifo_8025_6_213__shotgun	fefifo_8025_7_220__shotgun	fefifo_8026_2_60__shotgun	fefifo_8026_6_276__shotgun	fefifo_8026_7_255__shotgun	fefifo_8027_1_18__shotgun	fefifo_8027_2_1__shotgun	fefifo_8027_6_283__shotgun	fefifo_8027_7_218__shotgun	fefifo_8028_1_25__shotgun	fefifo_8028_7_199__shotgun	fefifo_8029_1_97__shotgun	fefifo_8029_2_98__shotgun	fefifo_8029_6_194__shotgun	fefifo_8029_7_195__shotgun	fefifo_8030_1_121__shotgun	fefifo_8030_2_124__shotgun	fefifo_8030_6_251__shotgun	fefifo_8030_7__shotgun	fefifo_8031_6_272__shotgun	fefifo_8031_7_258__shotgun	fefifo_8032_1_29__shotgun	fefifo_8032_2_28__shotgun	fefifo_8032_6_271__shotgun	fefifo_8032_7_209__shotgun	fefifo_8033_1_4__shotgun	fefifo_8033_2_14__shotgun	fefifo_8033_6_256__shotgun	fefifo_8033_7_178__shotgun	fefifo_8034_1_114__shotgun	fefifo_8034_2_232__shotgun	fefifo_8034_6_198__shotgun	fefifo_8034_7_181__shotgun	fefifo_8035_1_168__shotgun	fefifo_8035_2_257__shotgun	fefifo_8036_1_169__shotgun	fefifo_8036_2_170__shotgun	fefifo_8036_7_321__shotgun	fefifo_8037_1_119__shotgun	fefifo_8037_2_228__shotgun	fefifo_8037_6_243__shotgun	fefifo_8037_7_303__shotgun	fefifo_8038_1_116__shotgun	fefifo_8038_2_224__shotgun	fefifo_8038_6_249__shotgun	fefifo_8038_7_305__shotgun	fefifo_8039_1_226__shotgun	fefifo_8039_2_166__shotgun	fefifo_8039_6_235__shotgun	fefifo_8039_7_329__shotgun	fefifo_8041_1_207__shotgun	fefifo_8041_2_211__shotgun	fefifo_8041_6_320__shotgun	fefifo_8041_7_317__shotgun
GH101	3.7964	3.21245	7.27181	19.1108	6.71694	24.49397	7.18216	4.75333	3.55362	2.90201	2.79029	3.31584	4.86009	4.16507	3.99713	9.70152	7.77987	8.83996	7.71861	5.4949	3.00514	8.77521	1.65305	4.09887	5.04962	11.51616	10.03704	6.46479	7.5891	7.47493	7.18009	7.2133	3.41892	6.8464	10.1349	8.33953	5.87659	11.25261	2.59794	7.99113	6.85692	2.58538	4.0129	5.86942	5.77234	10.28813	6.14595	4.91069	2.78913	6.07727	1.36622	2.32637	7.40727	6.70027	8.3614	8.99166	7.66271	8.0607	6.24909	2.94624	6.21784	4.28799	3.68775	2.15389	1.99399	1.36114	9.7574	15.07565	7.47844	1.49834	8.77145	3.28053	5.15601	3.93157	7.01801	6.48286	13.27163	5.78327	9.91842	5.56698	5.49482	17.60112	9.53749	6.89006	12.81959	10.88547	12.31074	4.13486	4.90701	5.28362	5.92809	4.04985	4.64329	6.93615	7.44851	6.2395	4.20962	7.93214	5.20624	6.0612	6.01057	6.56748	7.434	10.37709	3.00521	4.46546	12.51343	16.65045	7.79042	5.0896	17.03928	12.99479	3.36685	4.72247	7.5678	4.67911	5.89032	3.96752	12.37724	6.88333	9.19188	11.2808	2.92288	10.08714	1.24969	4.03807
GH102	13.07347	11.77379	18.75716	13.41768	12.99468	4.44495	8.32191	10.88852	10.91547	6.31635	4.39196	12.61848	11.13585	16.62091	8.08657	11.82157	8.2475	7.03149	23.87364	25.72219	11.33035	7.95737	8.88696	14.58758	13.25568	4.8621	5.23126	5.30914	3.20509	26.95568	21.70388	16.25137	17.51421	7.9622	6.6165	12.562	25.54018	44.42956	6.92552	6.36597	7.95458	5.24472	4.65191	8.38775	5.86517	47.17294	21.36687	17.8318	31.66554	20.69675	10.00197	10.06597	16.24772	21.64269	13.2869	9.84564	16.85793	36.46787	27.47895	36.34086	22.12293	32.18123	35.9576	13.06438	10.25033	9.41268	22.22351	23.48731	14.836	14.57761	9.2382	16.70884	32.08403	26.64616	20.66868	62.32432	13.09133	5.93852	NA	22.79461	23.85396	13.0402	8.58958	48.88719	12.21126	6.60546	48.08748	11.56899	20.01029	25.16177	10.65698	25.01123	27.67562	22.55436	8.84541	15.20316	2.96983	20.2454	13.36128	17.78661	9.46823	18.02071	21.07358	30.78613	27.30458	8.28917	17.29083	7.27609	10.13641	3.33979	11.49164	19.10531	16.01177	27.20344	11.34529	26.4573	17.39479	9.67786	7.08186	15.54145	14.59813	3.20997	4.19606	24.16791	5.19785	1.72682
GH103	1.22674	6.62891	6.67093	6.45372	5.94315	1.26285	5.68435	5.72593	5.49458	2.81442	1.94891	3.83756	0.75394	6.74267	3.74505	2.96984	3.08876	3.28411	10.81197	7.53832	0.67666	2.13903	2.9726	1.75996	2.16067	0.97063	1.35903	1.52937	1.00896	3.04379	5.03478	2.50504	2.73411	1.48694	4.33476	1.50046	6.72208	27.20994	2.36852	2.44477	2.69672	1.06388	0.7129	2.67235	2.79327	37.11148	4.93824	3.2628	3.92637	11.8944	6.87774	8.99479	0.11312	1.50597	0.16954	1.18133	3.91511	3.39016	2.72361	4.31325	8.87174	18.60602	21.18816	8.43227	4.11679	7.77815	7.55642	6.89351	NA	4.45075	2.14289	5.3738	12.45294	12.90902	27.32278	61.2701	6.40513	3.11783	0.43644	12.9761	15.07697	1.88607	1.87766	43.49704	6.61603	1.59674	34.20087	7.18661	12.74972	15.83032	4.73175	16.7531	19.18488	15.68958	4.08167	11.55649	2.17001	10.64592	11.45717	11.40315	4.7138	5.47664	5.23536	3.17749	6.06435	2.70362	2.29192	2.65849	4.50236	1.47727	3.55551	3.29281	4.25966	6.02841	3.71238	15.86273	7.30551	5.16789	3.08509	5.47196	3.63354	0.86029	1.44926	24.80343	2.50397	0.51862
GH104	NA	NA	NA	1.07514	NA	0.03564	NA	0.2315	3.2606	3.96273	8.25217	0.13029	NA	NA	NA	NA	NA	NA	NA	2.58542	NA	NA	NA	NA	0.52647	0.15508	0.04452	0.07639	NA	NA	0.06485	NA	NA	0.09475	0.09039	0.04882	0.98132	0.17989	NA	NA	0.04612	NA	0.20213	NA	0.0517	1.53337	0.32673	0.49905	0.06299	0.12602	0.14985	NA	NA	1.59808	0.22129	0.17275	NA	0.1698	NA	NA	NA	NA	0.534	9.97481	2.32051	11.33538	NA	0.23735	1.79544	NA	NA	0.2939	0.13884	0.32378	NA	NA	NA	1.35085	0.19212	NA	0.66992	0.1846	NA	0.04302	0.03181	NA	0.12077	2.58794	4.97585	5.91386	1.11515	0.06689	NA	0.3195	0.55558	0.4483	0.2826	NA	NA	NA	0.32578	NA	0.28032	NA	NA	NA	NA	NA	0.67099	0.12482	0.34143	0.9728	0.94262	0.04035	NA	NA	NA	NA	NA	0.15345	NA	NA	NA	NA	NA	NA
GH105	336.3386	287.98092	360.47484	593.23672	395.27481	388.60097	443.84687	387.75137	468.58739	365.77135	518.48375	331.10935	184.90438	263.96546	229.17465	513.61553	523.59113	345.22304	468.92414	583.93487	867.54526	502.40159	430.08667	777.94619	380.4481	442.93218	489.8552	464.62929	522.64452	759.84413	784.49454	590.11074	700.46211	611.06769	370.90086	660.00021	545.77339	483.96303	356.02029	399.09889	318.47599	205.17352	197.44622	280.18557	164.88282	439.65901	457.88435	663.59922	880.59267	614.52939	494.28248	605.1292	839.78675	453.63982	787.15076	545.88285	729.91916	562.86398	1107.01337	1472.72287	649.1256	588.39977	645.41687	466.03693	461.501	472.94306	442.68812	391.13831	219.74815	193.40936	206.12308	356.62878	418.88463	389.98671	801.71874	743.37952	570.27472	571.40099	248.23314	573.60712	751.99288	531.98088	929.31092	427.9244	490.69852	493.84126	560.88702	506.9742	616.9034	575.05821	498.5868	572.79354	469.39583	607.35257	636.41401	870.14929	729.00315	498.81404	204.52793	301.39827	248.38694	593.17243	838.33871	934.91203	628.45127	400.33913	467.15327	642.30339	731.56448	507.0963	545.53836	311.00954	443.52296	510.92693	579.64489	521.19573	318.21567	647.64974	411.09502	595.69824	615.72334	863.91067	756.50566	707.69989	616.52651	766.5905
GH106	232.85423	240.27785	292.31694	548.70996	324.72522	486.43111	438.45204	368.11304	387.91792	328.27036	411.64546	531.79506	891.98778	366.76169	239.99013	365.08178	378.81154	265.36326	348.02022	706.53101	978.19549	534.72357	365.35378	605.4872	383.79393	247.65827	250.65289	211.19987	234.08647	536.42476	576.01969	467.78003	593.19114	497.93994	359.83479	700.31264	373.61724	383.92668	266.49947	384.0288	262.59681	310.83604	221.07844	367.83322	255.90488	363.01579	298.04258	423.15686	601.94598	359.83718	221.1596	284.44005	533.64283	311.47138	430.8687	329.3043	453.0315	406.84014	723.99839	669.16588	446.74011	393.43405	398.75102	391.42011	350.76831	380.69034	635.88706	560.51999	474.92536	450.25108	189.35444	326.76533	383.34402	359.199	438.6831	441.26062	393.9502	783.56221	188.38865	726.43188	367.05241	478.82484	595.65749	409.4148	366.18108	314.64962	397.81933	572.66968	459.13673	459.06232	402.18571	414.60515	359.43646	385.46535	429.6085	600.09894	526.24616	452.41202	346.89941	409.42201	190.86317	466.85388	629.49321	663.42114	445.73228	232.76248	313.8979	455.71902	552.59479	391.2783	527.6118	451.73264	404.77842	505.04861	426.9456	535.49152	330.63754	473.4035	360.09594	540.31838	509.94617	698.79805	522.97975	557.40908	486.9103	521.61704
GH108	129.67893	83.66829	61.03785	75.82502	38.14865	38.33559	34.80044	26.1662	71.40183	71.00836	144.5985	42.21557	18.99122	24.25568	28.04939	41.45424	40.51709	17.72089	264.71207	63.55065	97.07619	43.87733	36.26945	70.27998	37.0852	19.67923	18.17013	16.39242	23.87064	684.55027	598.59855	1149.77848	1586.47786	42.88303	15.90666	17.49581	230.47903	425.36465	6.55138	8.02885	6.97357	16.19076	19.22414	37.96111	21.51953	363.11894	245.08425	258.0226	264.33455	56.9134	7.48779	10.08296	1738.84175	2517.31835	1261.9797	51.96147	49.52299	15.4788	30.15915	113.2484	38.35775	62.04441	67.59793	271.84083	93.74317	327.47748	9.65822	4.30294	7.79854	13.1275	38.27569	88.82237	115.61838	97.47703	66.84489	161.83781	10.58829	1.28304	NA	7.51914	1.84486	24.59465	510.74035	129.46975	65.6908	62.83031	97.57027	152.18129	135.53943	126.63414	116.35193	117.94861	82.65165	107.91161	70.86595	97.52533	70.96782	72.6512	36.84654	35.67794	21.98146	84.66399	107.64854	136.34702	87.91383	41.17515	110.92143	146.29065	141.85793	189.6717	145.00605	402.49976	92.28609	183.98759	104.74519	73.63013	54.45695	72.28937	43.65092	69.41764	61.31921	119.01984	126.44228	110.13064	126.16852	122.11915
GH109	267.19195	228.51376	219.92979	327.24945	197.17958	257.5004	203.46761	210.35009	189.14342	137.97953	126.38452	240.96752	204.32097	144.55101	105.71844	252.57341	276.20652	134.51667	236.67428	276.7563	424.47388	270.81741	202.44802	375.58582	210.9632	174.34983	207.63621	204.15132	188.35957	357.55516	402.75974	295.43711	325.87418	319.65171	191.10891	418.24283	323.81715	216.9526	178.38975	313.14282	158.84644	201.18263	150.50339	265.98779	116.34123	259.82909	227.11337	296.65356	378.60808	255.35556	106.02554	134.92418	309.77513	196.91425	296.56547	284.28528	418.86186	258.76504	466.61505	393.19423	267.09558	201.44939	246.42946	112.2067	172.00339	85.35704	408.59841	423.84436	340.42291	288.11959	104.52171	221.39511	207.32457	220.01104	353.409	364.23447	290.03874	313.98466	135.55316	263.82222	308.00373	223.20331	408.20469	253.04567	251.86309	201.11766	250.74271	281.8973	271.89726	250.47779	255.34237	222.49812	200.74959	425.69289	439.66585	566.34107	376.32993	348.71319	165.85732	185.30726	97.91538	318.07516	360.50585	375.7011	279.00488	119.34259	200.07318	288.50699	340.29734	320.40925	309.31552	204.26182	225.26774	307.89329	289.96412	259.0352	179.75632	296.59138	253.1759	389.5598	385.66305	545.31754	283.23389	285.1101	293.11792	291.58777
GH11	1.08859	3.33467	10.6162	9.15692	3.35145	0.73191	1.3223	2.19303	0.52017	1.41158	0.95914	2.0785	1.56076	0.52594	3.66834	3.17359	2.021	2.71996	3.48231	1.9414	0.35954	0.9325	3.55737	4.07336	4.79589	2.02265	1.95555	0.68198	0.43621	4.04161	0.87408	3.59417	2.93055	NA	0.21836	0.074	17.7039	4.89213	1.14191	0.42935	1.93818	0.31048	0.05929	0.27855	2.62378	4.12379	2.47087	0.76626	3.35624	NA	NA	NA	NA	NA	NA	0.11855	0.56129	1.13894	0.0724	NA	1.68204	0.32388	0.36555	0.05514	NA	NA	0.25086	4.82249	5.93622	5.03027	1.99173	2.19051	2.26333	1.68486	1.88633	1.30651	1.54968	NA	2.33729	2.5029	NA	0.60923	0.82474	3.3967	4.80072	3.78902	2.41913	1.03073	2.10566	3.86704	2.85486	1.44069	2.83384	1.89813	5.29712	6.81046	5.05077	0.5288	1.34783	6.4107	11.16318	1.7413	1.38918	1.60371	3.79954	2.78596	6.51145	0.71381	NA	1.2855	0.12039	1.83803	3.53338	3.04865	1.45622	1.39948	1.94991	2.24768	0.07582	0.16942	NA	NA	2.2753	1.12035	1.10778	1.46563
GH110	188.72892	256.32436	183.73736	189.38923	105.12574	119.08528	109.85067	145.66341	118.66586	102.68007	73.19585	196.33136	167.83796	110.97505	75.07376	177.61698	174.36438	120.12018	163.18638	167.81756	237.96937	135.64971	85.41856	121.98071	98.62369	95.2403	100.82049	72.68981	69.37598	147.68149	163.52116	128.95881	117.24802	121.79982	75.27522	173.67673	109.05408	103.62276	109.12787	195.2214	99.12603	174.76008	134.71882	252.28991	140.47681	99.81853	163.98639	96.73166	131.78889	153.58079	67.65412	81.04536	207.22263	150.56308	141.37704	104.74421	152.37919	145.77216	149.91818	82.63554	125.35998	113.03001	106.10525	76.50438	109.89032	58.3621	200.93028	247.09257	162.55068	186.51082	87.06674	125.35272	106.90661	124.56626	84.45528	95.01871	100.0066	227.26425	126.17741	200.94019	216.18356	97.31508	170.59611	158.3366	137.74193	90.55663	157.35833	122.52352	115.45471	115.08791	113.07086	108.49705	122.77192	278.35199	253.63202	341.28311	165.42333	174.36221	124.66114	124.28061	99.5334	284.00666	292.04404	313.56686	254.70442	53.20041	104.95526	130.0494	135.69698	92.40575	137.222	129.44872	133.28495	150.01308	134.78016	136.15077	110.24181	132.39239	94.7378	165.2428	123.12087	207.78666	91.66366	156.1355	157.35062	74.94575
GH111	0.08045	0.30349	0.08503	0.16643	0.13583	0.06525	0.15722	0.38639	0.29956	0.13632	0.16577	NA	NA	NA	0.01248	0.08298	0.07057	0.01846	0.02878	NA	0.02691	0.08423	NA	0.05149	0.00901	0.09132	0.02521	0.00663	NA	0.44534	0.09156	0.07738	0.09458	NA	0.03475	0.06527	4.7382	5.3681	0.05534	0.01736	0.00826	14.03637	11.94482	17.8829	28.74571	1.12152	8.30646	6.79715	3.83563	0.13537	0.07593	0.14353	3.75259	8.72303	1.82056	0.24463	0.2289	1.22598	0.17135	0.91532	0.54644	0.15529	0.05542	NA	NA	NA	0.17395	0.05919	NA	0.54091	0.01805	0.17228	0.09569	0.32805	0.02784	0.04031	0.09688	NA	NA	0.17945	NA	3.45412	0.01868	0.10166	0.05795	0.02321	0.03594	0.06798	0.05033	0.07682	0.03005	0.47814	0.36444	2.28705	3.66882	1.95851	0.42625	0.06903	0.14599	0.06903	0.01756	0.15033	0.03284	0.41832	0.09337	0.02187	0.08827	0.00927	0.11253	0.02848	0.14239	0.04975	NA	0.00542	NA	0.01193	0.0138	0.03746	0.07	0.0439	0.02469	0.11274	0.02338	0.09044	NA	0.00757
GH112	129.41608	122.26681	141.41517	128.62579	121.91003	147.74207	127.85881	73.29582	86.45873	73.27976	56.912	57.78481	68.56319	75.88603	107.05107	155.46182	112.18173	184.13514	146.94808	141.16417	68.76462	116.15875	75.23223	77.54562	56.4232	136.72004	127.21136	124.79169	142.50545	99.83189	113.20199	142.71294	123.81421	154.22843	172.98854	125.18813	106.79531	139.76279	128.34237	75.98996	137.38246	133.57242	157.3822	123.03837	128.15548	153.91642	114.54112	121.99978	114.46136	90.56802	61.59029	75.57095	94.56199	76.19699	77.07872	116.04318	74.90171	129.51428	61.61531	87.79142	125.6707	94.31839	89.99972	40.6457	63.67938	34.79112	94.72483	106.23571	132.58866	92.04044	192.33628	85.27791	105.92912	77.63602	143.51384	106.26995	98.97467	92.56817	94.61344	79.80965	120.95186	154.93312	65.4251	116.28785	135.91326	138.73325	121.23128	42.42256	66.29691	72.38667	65.19342	79.83306	90.14147	123.08383	105.6594	67.38637	46.43827	113.70989	66.04921	114.69915	123.47214	117.12179	143.25705	121.93602	151.32882	177.41787	100.46809	168.96377	110.67575	93.01051	155.79167	135.50031	135.37946	114.13234	104.26297	140.98811	96.05078	100.57643	161.94244	102.70226	127.99825	89.63298	88.87241	122.12363	81.65668	85.93053
GH113	9.94489	7.78345	21.87161	19.83792	8.53496	10.76206	13.19428	13.4559	12.59162	12.2224	11.05171	15.46192	4.8739	7.56041	13.66228	32.52782	37.89477	44.29286	35.37088	51.18508	28.61174	14.82483	25.70952	23.89636	16.99219	37.88015	41.84349	36.43054	32.78117	22.7496	18.38485	35.53708	19.76247	29.8694	36.85188	22.24366	7.82912	3.68396	31.2625	11.69046	22.75734	31.22482	60.09281	31.07647	47.56995	14.33165	18.01985	12.66156	20.19432	31.21476	47.06547	36.38538	11.63797	5.84096	19.46587	20.27396	12.93094	30.36187	22.76831	5.60328	8.53772	19.49558	17.26604	23.33052	14.05681	17.51843	12.64302	27.05309	20.36828	17.51698	38.19315	16.36068	33.60962	25.93102	30.01928	17.1621	20.3011	14.28869	12.19325	10.43554	24.80375	16.0492	13.76743	18.83188	27.09287	29.22069	30.15276	27.76817	38.4077	43.1358	33.38256	39.22681	27.60058	22.83931	18.70394	19.16423	19.29052	29.9837	14.15676	22.72466	23.81268	7.2256	27.29572	20.61883	29.25405	32.18869	35.10322	26.31109	19.06186	24.41081	23.04892	24.33571	26.71588	20.68908	23.23587	28.02691	22.92632	23.57882	40.40985	28.47944	21.81238	17.12768	27.29711	19.00795	15.43296	26.68378
GH115	156.87657	146.48235	237.43826	316.45665	203.16936	247.15572	281.79787	170.34078	323.10675	328.28576	558.94737	246.08749	186.75225	167.49962	143.25829	282.23582	262.17093	177.55732	241.07867	374.90269	543.00027	308.2053	282.45687	475.03618	238.13412	293.68952	324.13038	327.27686	308.13411	366.87979	362.18919	261.23341	323.90544	283.96614	192.39413	337.40628	315.95944	257.79682	181.78585	186.42176	162.68805	116.98662	128.01787	160.78416	83.95688	263.46415	296.99857	353.80886	424.57632	195.89177	449.74162	548.58528	353.61647	207.63934	355.09799	211.72756	298.67542	263.63891	592.69423	776.75725	381.15014	306.38947	334.54833	681.44406	361.17488	765.84092	328.89376	307.37644	131.84347	149.12214	149.90704	231.7998	265.47314	244.9257	858.00275	621.13363	304.94619	267.69777	148.89134	273.91135	323.28104	487.52055	651.7376	295.32801	283.88299	262.16377	296.83288	351.55886	447.6572	468.0071	348.10018	384.51158	329.41401	320.33388	433.86654	536.07537	639.48355	314.30969	153.03405	254.36512	170.33049	350.40081	472.55306	496.50943	323.97878	212.93471	308.14977	346.88271	409.50489	351.46904	324.89991	223.14854	332.30467	309.73869	268.93872	311.79661	218.95816	322.58611	286.13517	326.94768	430.26415	541.17736	552.43608	523.83911	454.8556	520.39228
GH116	176.6126	71.70508	52.6068	68.1134	39.94424	39.10517	48.07326	31.26355	24.91209	20.80533	17.8021	56.94311	38.06903	66.77972	32.80416	37.59736	43.7082	25.75278	45.07509	96.46423	117.99768	82.92236	118.05399	129.91704	77.98779	100.43249	107.00439	116.29824	104.0894	108.90333	117.60816	130.21652	167.76033	41.83461	29.96715	59.59945	91.52941	34.67499	21.46604	39.08118	20.3784	93.10907	70.29616	142.19642	106.85246	51.34084	56.31557	89.6682	104.91352	30.24493	18.8932	22.96525	65.26158	68.39933	71.6801	88.69786	93.46283	56.08927	76.58547	107.20673	48.52872	45.25168	51.253	31.91546	59.93861	22.38265	91.82813	80.50805	62.21864	56.03561	17.79467	63.55562	59.49531	75.78482	2.59294	1.6415	4.7047	4.45943	4.16037	4.18164	19.56213	93.04877	132.73055	84.89644	125.90337	112.41642	93.21941	66.92741	63.91995	39.8887	66.92276	36.80918	27.05721	162.55106	119.7016	74.75929	93.58937	59.64742	26.65062	40.67112	29.97989	43.99223	53.77796	64.78063	65.11867	66.86149	75.47738	41.79321	44.15223	127.99631	118.44744	67.94449	80.75737	91.79999	66.37267	30.74548	30.08057	42.70987	48.48396	48.89202	67.62569	51.63006	167.08371	118.05395	202.11962	144.67926
GH117	62.43805	33.39372	31.83719	25.62641	16.8856	27.18294	22.52982	19.99435	20.59242	20.42468	18.19624	9.85238	5.38765	7.55491	7.37915	25.79965	21.4771	6.93866	28.81938	23.46141	33.90317	37.30582	30.35908	67.33882	28.04873	47.74327	49.57863	57.10837	49.9911	67.39215	73.46213	62.89052	79.20615	28.34281	18.36229	24.72118	34.43798	30.72922	6.28061	10.22804	13.00933	4.62162	6.13411	19.46158	9.03882	21.15256	27.02503	35.50841	51.35086	45.4014	30.56559	29.09563	37.24574	33.86083	99.20423	57.17958	62.72298	40.85125	54.96165	6.46603	12.17364	10.51485	23.62294	13.44405	21.15832	8.65306	17.43784	14.21348	2.21687	6.52797	8.92501	28.24325	31.51823	32.75217	18.34989	21.13551	11.73363	39.33221	14.25938	46.10738	58.58091	69.75491	109.24751	44.82576	42.11057	39.64829	33.33953	59.30494	54.36228	53.1992	56.28031	17.42399	18.39227	48.05765	42.93028	27.63748	36.95307	37.17436	13.32534	13.82153	10.5294	15.57614	18.17427	29.81705	21.4021	7.85413	12.60488	27.7414	37.56816	26.86972	76.49528	40.01049	59.6697	81.15447	24.76356	15.39874	10.5172	18.53257	44.49173	56.97079	54.08227	55.30506	74.49194	61.33543	95.44031	69.06769
GH119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02583	0.28555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GH120	82.29588	96.93691	93.05006	86.98084	73.93525	61.87363	46.6791	27.44195	27.3518	83.51351	57.39512	42.17077	72.90233	68.09569	109.60116	98.24794	60.23193	78.20962	82.79772	38.17787	28.66716	58.16537	40.67408	29.79395	36.60497	97.31149	81.92199	59.42365	76.6933	111.37645	102.80623	76.07163	67.54153	89.87883	111.0284	91.98787	40.54678	52.62566	51.46511	83.23884	62.18175	59.4555	79.06709	19.41059	32.95283	93.05872	209.15933	98.48174	72.46929	55.02924	44.13929	57.65074	53.91804	54.36433	53.88266	116.4454	68.66871	76.9771	52.92045	55.15985	88.3681	106.40401	90.40762	31.78382	43.05282	43.24081	270.36856	193.87759	165.23757	128.92664	60.17288	33.77695	35.71994	38.53246	67.11371	45.95098	64.7535	106.63017	70.19135	51.26271	113.32604	99.27675	39.21238	41.30597	82.73833	128.84947	94.27369	29.18732	54.90158	60.98215	32.18977	35.63113	59.60046	88.84537	80.82191	75.35332	48.5417	107.42671	36.84447	60.83738	67.97186	43.20323	60.30175	53.03581	77.56105	122.8677	94.2991	105.52607	114.59923	137.63355	68.5189	82.22497	101.04481	79.32463	53.47384	88.48179	76.29946	90.9381	136.00505	90.48101	100.05315	80.63459	49.12679	44.23052	55.41119	61.80023
GH121	16.43485	16.20418	5.9626	11.27579	18.80537	37.46034	12.51204	1.07185	0.79833	0.42599	0.19736	2.46108	6.68278	2.50088	3.33409	9.30651	4.99841	6.45299	9.03716	NA	NA	6.09303	0.88825	1.70224	2.06908	0.25279	0.1412	0.13199	0.37538	6.7035	5.23516	5.33861	2.32023	3.12682	1.77628	1.67096	5.08808	5.02041	1.62957	1.42354	1.09846	NA	NA	NA	0.01909	5.94261	33.38336	14.44193	9.11801	2.26264	0.85735	4.39077	7.08083	7.19683	6.09968	14.19951	8.50149	10.21581	6.20782	0.67184	1.29048	7.5643	13.07521	0.05293	0.37241	0.14894	27.08275	5.52964	4.90843	8.25559	13.14078	3.92339	6.87366	4.84264	1.39753	2.06484	8.26795	14.81737	2.05549	5.61562	3.38623	5.62394	1.1776	4.56445	13.33269	27.74019	24.2666	0.45121	0.8909	0.7262	1.04263	0.20339	1.04641	0.49328	0.37947	0.17495	3.18531	1.04405	2.11425	1.84244	2.83581	0.26442	0.13425	0.02763	0.10484	3.68639	1.85314	1.04503	0.32276	0.1879	1.44253	3.99571	1.80286	1.93111	5.2885	1.83642	2.93171	2.48698	8.75983	2.07129	7.57687	4.71965	0.21328	1.9914	0.93912	0.13639
