feature	SRR13759185	SRR13759186	SRR13759187	SRR13759188	SRR13759189	SRR13759190	SRR13759191	SRR13759192	SRR13759193	SRR13759194	SRR13759195	SRR13759196	SRR13759197	SRR13759198	SRR13759199	SRR13759200	SRR13759201	SRR13759202	SRR13759203	SRR13759204	SRR13759205	SRR13759206	SRR13759207	SRR13759208	SRR13759209	SRR13759210	SRR13759211	SRR13759212	SRR13759213	SRR13759214	SRR13759215	SRR13759216	SRR13759217	SRR13759218	SRR13759219	SRR13759220	SRR13759221	SRR13759222	SRR13759223	SRR13759224	SRR13759225	SRR13759226	SRR13759227	SRR13759228	SRR13759229	SRR13759230	SRR13759231	SRR13759232	SRR13759233	SRR13759234	SRR13759235	SRR13759236	SRR13759237	SRR13759238	SRR13759239	SRR13759240	SRR13759241	SRR13759242	SRR13759243	SRR13759244	SRR13759245	SRR13759246	SRR13759247	SRR13759248	SRR13759249	SRR13759250	SRR13759251	SRR13759252	SRR13759253	SRR13759254	SRR13759255	SRR13759256	SRR13759257	SRR13759258	SRR13759259	SRR13759260	SRR13759261	SRR13759262	SRR13759263	SRR13759264	SRR13759265	SRR13759266	SRR13759267	SRR13759268	SRR13759269	SRR13759270	SRR13759271	SRR13759272	SRR13759273	SRR13759274	SRR13759275	SRR13759276	SRR13759277	SRR13759278	SRR13759279	SRR13759280	SRR13759281	SRR13759282	SRR13759283	SRR13759284	SRR13759285	SRR13759286	SRR13759287	SRR13759288	SRR13759289	SRR13759290	SRR13759291	SRR13759292	SRR13759293	SRR13759294	SRR13759295	SRR13759296	SRR13759297	SRR13759298	SRR13759299	SRR13759300	SRR13759301	SRR13759302	SRR13759303	SRR13759304	SRR13759305	SRR13759306	SRR13759307	SRR13759308	SRR13759309	SRR13759310	SRR13759311	SRR13759312	SRR13759313	SRR13759314	SRR13759315	SRR13759316	SRR13759317	SRR13759318	SRR13759319	SRR13759320	SRR13759321	SRR13759322	SRR13759323	SRR13759324	SRR13759325	SRR13759326	SRR13759327	SRR13759328	SRR13759329	SRR13759330	SRR13759331	SRR13759332	SRR13759333	SRR13759334	SRR13759335	SRR13759336	SRR13759337	SRR13759338	SRR13759339	SRR13759340	SRR13759341	SRR13759342	SRR13759343	SRR13759344	SRR13759345	SRR13759346	SRR13759347	SRR13759348	SRR13759349	SRR13759350	SRR13759351	SRR13759352	SRR13759353	SRR13759354	SRR13759355	SRR13759356	SRR13759357	SRR13759358	SRR13759359	SRR13759360	SRR13759361	SRR13759362	SRR13759363	SRR13759364	SRR13759365	SRR13759366	SRR13759367	SRR13759368	SRR13759369	SRR13759370	SRR13759371	SRR13759372	SRR13759373	SRR13759374	SRR13759375	SRR13759376	SRR13759377	SRR13759378	SRR13759379	SRR13759380	SRR13759381	SRR13759382	SRR13759383	SRR13759384
ko:K03099	NA	NA	NA	NA	2.13665	NA	NA	NA	NA	NA	4.21099	NA	NA	NA	1.00035	0.24143	0.20443	NA	NA	NA	NA	0.79793	NA	NA	NA	NA	NA	3.92145	2.03758	5.15536	NA	NA	3.18799	1.97851	NA	0.78038	3.28501	NA	NA	5.32185	NA	NA	NA	0.09775	NA	NA	NA	NA	0.28691	NA	NA	0.14426	NA	NA	NA	1.1858	1.52869	NA	NA	NA	NA	NA	4.13987	NA	NA	NA	NA	NA	NA	NA	2.32503	NA	NA	NA	NA	NA	0.73381	NA	NA	NA	NA	NA	NA	0.07127	NA	4.24742	1.78516	11.69032	0.16647	0.0701	NA	0.07233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.55604	NA	NA	NA	NA	NA	NA	1.70993	1.06226	NA	NA	NA	NA	NA	NA	NA	1.09077	NA	NA	NA	NA	NA	NA	NA	NA	0.19476	4.39184	1.95566	NA	NA	NA	NA	NA	1.73823	7.86894	NA	NA	0.20148	NA	NA	1.97436	2.83927	NA	NA	NA	0.17148	2.22387	NA	0.0696	NA	NA	NA	NA	4.53221	0.83026	0.05512	NA	3.57476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.27998	2.81487	NA	NA	2.11214	NA	NA	NA	NA	5.31046	6.27621	NA	NA	NA	NA	NA	1.23664	NA
ko:K03100	6939.671	11376.65586	7473.95327	12286.96832	9424.53184	11546.96356	13392.57877	11218.16564	7809.44539	9089.8674	11596.3245	8071.94341	9354.75606	7586.90676	6121.51858	6356.28386	9178.77751	9277.20675	10750.75273	6495.86027	7538.25419	10062.62854	12215.82534	13946.25197	9706.12194	13185.65049	9381.68793	8478.17654	8516.62398	10220.65257	12178.25122	10780.49386	12244.99059	9307.70318	7528.26876	11037.55179	11278.90268	10431.85888	8706.05669	12664.95732	12507.60651	8970.81742	8844.48259	8648.48327	11351.55155	11709.2004	8930.69623	8557.6829	7584.07706	8002.2086	8809.04541	8758.49224	12235.50981	11067.11749	10651.06886	10426.30066	10820.36504	9638.54634	8972.68989	9200.54001	9546.18171	12865.78865	12056.89611	9671.44428	6862.89312	15327.30271	8075.4794	12240.17163	11307.81807	11990.19281	9004.44938	12747.7218	9376.03172	11525.57266	8822.86987	9906.62805	12673.6711	10356.43144	13361.0956	7605.72377	9847.47196	11214.01997	9771.15793	7607.27282	7904.99224	10199.56626	8870.50834	10830.96332	12413.00974	13829.97802	6101.42063	7509.54743	9190.48271	6231.81957	8157.73222	10054.3526	14214.24199	11560.4787	10095.17241	14285.93972	10297.82153	13438.06412	9607.05639	11797.41191	13535.80647	6690.20139	7450.70547	9618.75358	6743.88276	12495.83981	15185.95924	9234.00872	10349.96386	19398.09409	8448.1397	9417.0839	9031.70794	9902.95751	10235.28158	12726.62595	9934.95726	9829.82082	8866.47388	9762.21576	13562.13286	13007.87324	10284.6571	16239.93889	8326.39928	7851.88225	9716.97454	10598.55905	9707.15908	15154.84187	11349.05849	12696.52187	10015.47452	12238.42245	11413.42745	12043.52185	10212.72802	10738.22084	10515.39619	14927.41121	10698.79489	9789.84723	9045.65922	14938.1343	14608.9093	8480.2181	8967.35343	7906.11119	10838.68103	11589.38475	10551.95227	9625.67867	8637.83565	12013.76186	9731.88147	10015.00533	7982.91163	11723.01153	12940.00843	11474.13744	8824.15781	10934.17458	8958.6456	9603.30644	10839.72243	10533.67064	10404.62633	11903.88675	7972.7404	9987.34389	7241.41587	6784.86643	9917.27914	11239.66918	10974.36932	12327.47438	10443.84438	12586.9748	6650.8114	9269.68654	10477.46441	9778.69668	7770.46434	5955.30072	12684.22154	6468.42546	10449.54111	9439.98049	9956.72345	8858.50209	9987.94294	9913.72783	10125.3156	10513.49936	7433.59124	9743.02963
ko:K03101	1981.43379	3484.49076	2823.80019	4741.64649	3474.40398	4269.95666	3615.88031	2683.82312	2342.68788	2651.68374	3995.67017	3051.83719	3354.64767	2838.6438	2802.90385	3499.84928	4634.20725	2970.54824	3235.43667	1519.67572	2887.79305	3706.5605	3439.23375	4322.88907	2584.7187	3625.81502	4160.28142	3427.58977	3597.00368	2998.97539	2634.13197	2834.8279	4578.13432	3281.38679	2437.22848	3620.80124	4636.81953	3340.61569	3104.20077	3604.3383	3635.35507	3985.08601	3048.01333	4629.4699	4493.94127	4981.8834	3539.82403	3244.60491	2877.23755	2596.45559	3320.4532	3964.20716	3252.70756	3931.83543	2958.45148	3627.0279	3765.80819	4810.5041	3887.76207	2808.46786	4143.33831	2639.75641	2923.98603	4222.33432	3714.07684	3338.04736	2843.09841	3446.54711	2738.61497	2997.27809	2714.99484	4027.65725	2343.12117	2750.01496	2994.11472	2478.58708	4408.60086	2465.31665	2995.78962	3966.52769	2869.44785	3239.94966	2702.32556	4148.67127	4497.73737	3317.11117	2654.90289	3820.73489	4654.37646	3549.32418	3306.01736	3598.56268	5266.36902	4255.07095	2823.28541	3809.76281	3934.17706	2767.51661	2855.29005	6356.57501	4177.26099	3572.94045	2968.24423	3368.2094	3566.77754	3816.86536	4791.0614	4856.79126	3569.2199	2690.16677	4125.14816	2913.45211	3750.67815	5843.69984	3093.83162	2509.21381	3274.72498	3946.46001	4126.24321	4812.31565	3425.0129	3012.41962	2930.5028	2581.23035	3062.10853	3274.80973	3571.3752	3937.02931	2274.43438	3455.27113	5361.72015	4133.23746	3629.64377	4146.89761	3085.74222	3698.99252	4947.84291	3122.65922	4367.64292	5287.6462	2907.3022	2931.28923	3874.44496	3584.87099	2799.24591	3351.17309	3010.97783	3327.87877	3321.33357	5621.27825	5677.99873	3418.15741	3659.13882	3499.86897	3252.8294	2753.78697	3856.37551	3400.09222	3478.46261	3719.37872	2444.58028	3223.56659	3153.17949	4606.19882	1929.2016	5205.94545	4480.83275	2433.44034	2886.50435	2356.45811	2420.04539	3231.34912	2440.86893	3093.52442	2596.83432	2879.19004	3533.35278	4030.46364	3805.68701	3313.76213	3223.68077	3790.55371	3136.93292	3686.29194	4061.74298	4097.98971	3354.98466	1754.97231	3423.04312	2403.44097	2666.07516	4002.80456	3743.76473	3633.01915	4437.74921	3830.87438	4401.24188	3403.586	4210.90525	4532.56971
ko:K03102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.80757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K03105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.22755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.40569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.27678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42301	NA	NA	NA	NA	NA	3.91257	NA	NA	NA	NA	NA	NA	NA	2.06091	1.32282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.81147	122.22858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K03106	4476.63123	5922.55541	3358.33224	6359.3156	4887.54874	6044.43532	7221.18303	4743.74217	3658.3092	4136.05173	6291.65934	4389.32201	5249.30407	4809.39333	3898.74555	4927.55383	6569.34161	5093.48012	4457.13564	2760.73467	3945.82376	6732.62934	4869.30943	7047.49424	4560.2053	5284.15042	5354.6245	5006.44498	5232.44084	4910.31036	4662.73028	4785.97661	7218.3454	5420.60161	4452.29151	5374.85468	6384.82687	4972.16906	5409.57395	5033.51455	4854.09289	5062.21787	4236.88194	6510.43708	5849.83527	5678.12565	5466.34925	4708.70357	3798.07545	3870.16153	5102.96203	5003.80065	4422.75634	4606.06848	3966.76529	5285.30416	5729.93057	6593.61341	5418.37554	4039.96352	5161.62752	5841.2218	6036.91285	5458.63566	4553.31319	5260.0768	4402.66367	5522.19516	4667.98614	4793.75513	4322.32541	5293.35524	4065.47271	4624.29334	5162.07568	4789.02986	7922.20354	4456.91767	5222.94932	5465.8952	5492.09106	4324.8494	4190.14949	5961.30636	7009.82255	5258.16957	4019.6274	6559.3234	7910.93737	6184.77707	4620.7019	5047.31836	6367.46676	3709.23678	3875.16989	5311.79383	6081.38217	4239.83065	4891.66622	8247.07268	5548.70943	5559.04002	4456.9252	4450.24743	6320.37498	4885.48178	6111.77949	5925.34073	4333.76746	5308.19461	6727.48211	3775.03182	5213.63563	7434.15346	4467.55534	4887.47348	5248.42834	5747.6113	6156.77547	8200.80384	5924.96562	4979.06329	4941.0615	4800.1493	5373.50115	4117.55328	3974.03735	7159.77241	3775.48527	5953.79407	6613.24514	5205.59705	5752.54648	6869.5633	4700.00847	5252.45934	7675.83191	4841.98926	7763.3623	8307.84296	5217.13732	4205.23221	5959.58745	6241.05665	5184.6399	5208.88634	4001.41569	5137.73764	5113.07461	7780.68772	7729.3036	5201.05783	5354.01292	5686.75709	4873.87284	4637.89434	5835.7267	5609.63528	5211.16995	5447.14804	4056.98687	5526.0166	5772.30144	7087.9354	4772.47058	7087.32708	5617.73002	4485.38531	4942.53682	4408.54184	3866.30222	5583.78018	3979.62382	4365.75429	2777.4528	4175.62282	6103.50134	6662.99915	5808.50518	5734.45349	5144.2857	6463.59428	4743.90214	6804.19501	6059.6729	5528.24464	5431.26484	3146.1563	5402.28882	4270.51504	5260.86268	6287.9429	5184.86041	5241.60738	7230.20027	5911.96587	6508.93456	5432.82835	5465.2761	6408.04091
ko:K03107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.82897	3.27152	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.74228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.54073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K03108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.29355	2.69982	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K03109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K03110	2260.82299	3847.1593	2596.21268	4640.81728	3642.16911	4558.1145	3318.14187	2360.57256	2350.22176	2885.46866	4257.38309	3106.19574	3630.43629	3371.00732	2947.06392	3697.98792	4696.15719	3602.85868	3225.33033	1432.2539	2649.83978	5316.74202	3531.65723	4255.98888	3221.709	3550.97205	3956.84139	3345.15661	3726.62583	3458.3281	2663.92769	3272.17961	5388.61004	3710.02964	3083.25307	3194.73666	4653.85509	3926.20379	4093.86552	4474.33842	3956.57158	4568.19009	3346.30634	4275.76651	4030.71259	3996.4965	3697.24035	3038.99647	2576.84496	2794.22209	3827.16339	3979.15385	3194.18684	3746.38064	3083.51136	3933.4184	3891.27676	4274.71045	4001.47349	2211.83893	4258.5261	3244.65716	3798.63473	3512.5657	3059.16917	3410.00026	3092.67487	3956.36372	3509.33494	3647.18307	3019.84736	3692.92724	2575.66539	2631.69134	3340.93237	2564.8857	5683.0382	2605.75292	2879.44831	3740.56185	3475.89615	2750.69462	2603.14552	3263.85654	3851.17459	3371.193	3024.80864	4896.97967	5918.8936	4108.96346	3248.82698	3347.9482	4870.3383	3568.34075	2540.91402	3956.74431	3421.69714	1921.51032	2687.55053	5164.78565	4232.01499	3114.43096	2831.81326	2829.38118	3940.2342	3399.4855	4244.31771	4242.81808	2979.32444	2534.67346	3736.38575	2131.29449	4329.45388	6237.10132	3633.05834	3949.66612	3400.22485	4506.66329	4636.73398	6369.03064	4352.836	2571.6693	2879.98042	2520.56708	2945.22214	3365.14183	3605.28282	4553.14267	2916.41485	4604.30322	4789.85824	3976.76727	4389.84652	4342.67508	3266.98578	3625.59773	5528.58648	3442.66764	5915.14518	6501.31776	4027.92943	2923.65191	4593.64368	3163.09267	2535.04744	4099.81736	3305.96135	2896.18267	2850.21383	4668.6943	4609.10545	3639.39896	3786.97052	4479.99632	3562.47458	3109.63376	4176.26599	3823.52567	4043.771	4193.60088	2966.45345	2931.74186	3197.63403	5630.3168	2822.20477	5173.40724	4060.16404	1858.42849	2217.62378	2147.32806	2479.7929	3294.81558	2585.36805	2813.97309	1970.00453	2859.27788	3540.45219	4723.58722	3589.61694	3052.13152	3171.17235	4154.32247	3902.55908	4990.41298	4178.01468	4022.78757	4256.25714	1874.43099	3003.90099	2641.87327	3051.45322	5503.87982	4461.08373	3766.09483	4444.71195	4332.90454	4771.5092	3826.92374	3611.06031	4896.51046
ko:K03111	4571.70475	6125.86029	4417.90277	8190.17751	2915.91403	3581.60866	7084.01352	4931.86723	3325.97751	4605.33531	6832.24676	4986.41648	4832.14625	16371.03351	6600.87956	4743.30014	6185.64732	4937.88251	4417.87466	3428.79088	6309.84346	6643.60453	5827.64669	8588.40689	5608.74889	6507.61945	4203.15137	3169.79802	6138.76852	5307.68027	7599.87795	6584.34523	8702.00884	7445.74741	14596.4858	5213.16485	6827.35854	4945.2562	4188.74555	7770.13832	5848.4093	10268.83493	7130.27699	4956.40005	6120.09203	6625.0098	5554.01303	5627.36424	5566.34787	6491.03087	8767.48398	7496.29307	6560.39017	6615.33694	4715.79246	7146.17697	7005.54905	6257.98119	5613.8846	11860.65134	8671.48101	4354.69615	5394.40573	5080.45396	3214.57331	4592.37561	15604.3162	4647.39861	4332.74453	4875.66741	4782.75423	6865.97572	4025.44794	5753.22046	5848.35331	5273.19001	7716.84578	4705.79886	4915.40831	6877.56401	7046.50554	8156.22889	6720.03321	6035.23982	6558.88566	6089.01232	5085.22106	6731.68682	12202.69479	6373.34943	4591.3965	4234.19084	8420.27367	6153.26035	7394.31231	5631.40564	11796.62407	7471.44685	5853.05747	4881.28952	5069.16186	4910.13423	6665.92422	7443.49056	10011.58888	5736.20185	7143.66756	6031.24693	4105.20556	4691.43284	5657.08302	4713.53748	5996.98889	8581.38724	8100.47639	7950.18819	6240.26053	8498.40879	6803.08911	8983.71275	7066.76949	5068.73045	5884.77916	5668.5332	6842.82008	4806.34685	4657.42002	14938.13742	7934.28596	3478.53501	8244.23423	23872.3881	8943.49292	5773.90334	5358.57103	4981.05931	14483.68281	4618.0548	7475.50794	8278.56664	6905.67794	5320.73413	5916.69253	10342.20182	8003.13575	6050.74665	6079.70893	5992.32634	5850.941	4068.75304	5219.58861	10311.24734	8147.85228	5645.86261	6308.15586	11866.08983	6122.07912	5574.53987	5350.27593	5812.98295	8756.3703	11592.78119	5798.55676	8792.77579	7604.54783	6254.27646	5291.55767	6935.39546	5569.40388	6142.09903	6781.09071	5162.77479	8361.60085	6838.34417	5101.15022	7175.78176	3068.00189	5365.84754	7315.08093	4797.18904	6559.1238	7715.88233	6896.53728	8054.77284	9584.01704	7324.24276	7466.22914	3176.92161	4622.00868	6840.24816	11481.48264	8266.77089	6535.82183	3732.13249	4177.50498	5282.47237	5337.70185	6782.16544	4123.31776	3602.43774
ko:K03112	292.99469	52.89938	22.90167	55.00182	126.57208	94.14363	927.49894	113.65841	16.17774	6.07098	166.45872	20.23484	38.54644	1728.41895	2018.51576	111.3388	42.60545	333.04362	143.96561	179.42463	101.86705	16.2924	164.09389	32.55431	209.11812	204.60687	653.23167	14.61606	46.58608	20.82625	246.82204	48.7064	50.40613	174.59439	36.86118	86.02265	71.75532	135.77087	123.98888	110.12343	16.75934	108.31631	61.43342	20.90588	19.58836	8.54102	143.4884	137.44415	3.66422	6.81791	255.67168	36.45053	36.26659	110.09078	0.1151	42.44483	86.43965	152.24008	16.16354	284.94064	1285.9363	74.80016	131.05825	38.12703	55.06737	14.10555	1403.4829	48.76736	237.68095	241.41886	281.71702	226.17116	69.60749	64.31834	475.74558	408.61992	464.95282	94.98134	22.06047	2100.42526	1923.66603	214.4269	184.88885	26.81434	76.0324	109.85897	644.7942	201.55172	164.59952	52.7971	770.61825	243.11172	17.88811	423.47455	48.54883	9.23258	8.07163	39.37503	657.14063	174.12237	14.42779	68.35743	24.94814	91.52164	96.86299	18.89839	44.77882	236.75995	17.02645	125.38934	88.60555	58.16913	50.78625	51.04842	122.34129	31.98758	176.80813	44.85567	70.0336	93.17096	65.33849	72.8195	237.15138	60.29259	139.8048	128.0188	288.01141	44.43099	88.82661	40.38683	27.06402	113.30238	125.4886	87.44963	76.15311	28.11775	191.68112	65.9501	172.84701	81.51709	111.25987	207.17681	56.84381	63.27596	78.91166	89.34563	37.49053	82.16371	35.44861	16.7494	43.26802	39.46666	66.57244	54.91915	59.11785	361.47434	13.73547	1.76453	88.32287	96.41646	609.13658	51.2696	12.06915	113.02768	212.34193	15.27419	21.5392	155.21277	227.09875	39.37171	48.79941	61.62097	69.75302	46.97586	28.67666	115.28049	60.41536	98.72755	80.35306	38.41614	108.39299	17.3943	17.0922	74.20771	58.79009	2.5845	203.5292	69.58287	84.47329	268.58705	538.98477	75.40471	26.40763	3.79021	1.90992	35.81866	22.12099	67.41111	54.13949	17.88652
ko:K03113	842.61245	2461.46353	1499.77537	1653.69252	790.46235	1024.3147	2652.61742	2152.42427	1735.88927	2090.2549	2201.61421	2009.85826	1847.57822	1449.74233	1545.69559	543.81142	845.52271	1371.52957	1709.91916	1087.12138	1381.06974	1346.10324	3184.26915	3568.768	2111.25853	2693.93023	988.47874	659.5401	1385.96579	1409.80844	2392.15785	2432.10655	2048.65639	1509.81594	1596.06533	2149.30771	1447.23328	2318.08164	2031.31454	1710.002	2577.26278	1204.78017	1679.81449	619.84966	789.14862	639.78849	990.23352	750.28563	1657.91019	1597.05795	1108.58939	1577.73459	2693.01169	2598.3426	2279.3262	1712.85987	2133.80023	1037.53348	1346.76999	1768.64838	1907.16381	2606.58071	2335.32296	1045.49249	64.75965	2523.05333	1927.73508	2957.17477	2894.967	3202.38111	1731.69517	2279.84122	1682.0834	2103.51878	1385.24479	1843.09796	2065.61628	2044.40656	2655.6413	2044.84375	2381.99325	2682.75298	2552.96274	336.38047	403.38219	1626.21314	1601.838	1556.6067	1706.43476	2358.84346	585.80681	266.94244	586.12946	139.17507	1714.02627	308.2573	3181.8043	2479.13824	2028.45334	378.49885	486.42948	2348.9165	1760.25176	2680.5016	2420.05478	678.83827	599.57982	980.59532	673.77519	2523.87945	3513.02472	1781.93427	1321.32817	3648.54905	788.60153	1207.83412	2175.33757	1555.29445	217.5749	1512.51929	1630.84329	1677.63712	1279.22559	1324.51461	2651.91737	2175.27801	2522.51675	2758.67801	1659.33794	145.73253	676.39377	2006.28806	1379.31918	2822.07232	2155.35944	2597.24776	832.28592	2977.79808	2634.12487	2207.14932	1084.74383	1991.5168	1835.16913	2671.62339	2142.02872	1529.49882	1761.20356	2506.91662	2572.67045	129.82588	480.3183	1672.16924	1975.41787	2716.68621	2034.41109	1760.88647	757.21492	2358.33475	1728.31827	1513.92538	1191.09723	2181.17628	2619.5908	1796.38728	1798.20463	661.41951	737.18828	1790.47327	1899.77558	2064.94375	1974.98351	2567.35843	1457.61315	1995.59555	1812.958	1837.33827	99.62258	1087.34638	2828.41451	2158.30739	2471.75841	2944.81654	1588.22609	1684.16618	272.31667	146.31872	1198.65365	805.55528	1997.09124	1691.41308	2098.6331	844.71336	1838.27977	134.72884	428.7009	291.5538	282.79174	1982.63849	540.72636	92.13289
