feature	SRR13759185	SRR13759186	SRR13759187	SRR13759188	SRR13759189	SRR13759190	SRR13759191	SRR13759192	SRR13759193	SRR13759194	SRR13759195	SRR13759196	SRR13759197	SRR13759198	SRR13759199	SRR13759200	SRR13759201	SRR13759202	SRR13759203	SRR13759204	SRR13759205	SRR13759206	SRR13759207	SRR13759208	SRR13759209	SRR13759210	SRR13759211	SRR13759212	SRR13759213	SRR13759214	SRR13759215	SRR13759216	SRR13759217	SRR13759218	SRR13759219	SRR13759220	SRR13759221	SRR13759222	SRR13759223	SRR13759224	SRR13759225	SRR13759226	SRR13759227	SRR13759228	SRR13759229	SRR13759230	SRR13759231	SRR13759232	SRR13759233	SRR13759234	SRR13759235	SRR13759236	SRR13759237	SRR13759238	SRR13759239	SRR13759240	SRR13759241	SRR13759242	SRR13759243	SRR13759244	SRR13759245	SRR13759246	SRR13759247	SRR13759248	SRR13759249	SRR13759250	SRR13759251	SRR13759252	SRR13759253	SRR13759254	SRR13759255	SRR13759256	SRR13759257	SRR13759258	SRR13759259	SRR13759260	SRR13759261	SRR13759262	SRR13759263	SRR13759264	SRR13759265	SRR13759266	SRR13759267	SRR13759268	SRR13759269	SRR13759270	SRR13759271	SRR13759272	SRR13759273	SRR13759274	SRR13759275	SRR13759276	SRR13759277	SRR13759278	SRR13759279	SRR13759280	SRR13759281	SRR13759282	SRR13759283	SRR13759284	SRR13759285	SRR13759286	SRR13759287	SRR13759288	SRR13759289	SRR13759290	SRR13759291	SRR13759292	SRR13759293	SRR13759294	SRR13759295	SRR13759296	SRR13759297	SRR13759298	SRR13759299	SRR13759300	SRR13759301	SRR13759302	SRR13759303	SRR13759304	SRR13759305	SRR13759306	SRR13759307	SRR13759308	SRR13759309	SRR13759310	SRR13759311	SRR13759312	SRR13759313	SRR13759314	SRR13759315	SRR13759316	SRR13759317	SRR13759318	SRR13759319	SRR13759320	SRR13759321	SRR13759322	SRR13759323	SRR13759324	SRR13759325	SRR13759326	SRR13759327	SRR13759328	SRR13759329	SRR13759330	SRR13759331	SRR13759332	SRR13759333	SRR13759334	SRR13759335	SRR13759336	SRR13759337	SRR13759338	SRR13759339	SRR13759340	SRR13759341	SRR13759342	SRR13759343	SRR13759344	SRR13759345	SRR13759346	SRR13759347	SRR13759348	SRR13759349	SRR13759350	SRR13759351	SRR13759352	SRR13759353	SRR13759354	SRR13759355	SRR13759356	SRR13759357	SRR13759358	SRR13759359	SRR13759360	SRR13759361	SRR13759362	SRR13759363	SRR13759364	SRR13759365	SRR13759366	SRR13759367	SRR13759368	SRR13759369	SRR13759370	SRR13759371	SRR13759372	SRR13759373	SRR13759374	SRR13759375	SRR13759376	SRR13759377	SRR13759378	SRR13759379	SRR13759380	SRR13759381	SRR13759382	SRR13759383	SRR13759384
CE11	393.55478	383.80486	348.79807	241.13419	301.87445	336.38945	584.84916	479.28509	396.35278	350.86055	288.37891	284.56985	302.69829	431.13824	469.64031	250.1974	336.02569	303.47358	346.37895	710.13976	538.1028	230.8103	581.42375	425.14556	513.108	463.6033	519.79747	588.79797	198.88434	260.50025	757.3968	598.87361	295.6997	663.38064	862.50623	366.45977	245.25115	498.54018	651.21661	261.52483	414.19132	207.66839	307.8625	440.81674	490.52	488.87981	689.13872	391.19086	340.29134	352.90424	284.63043	332.7678	310.47589	317.57326	281.91212	346.57508	496.4525	451.1103	366.20527	449.45032	356.6991	433.08366	372.84916	458.9554	484.17217	418.45737	443.25529	284.52883	299.5142	306.36175	443.96316	340.21942	589.71226	645.69357	1135.00972	995.40496	372.79262	332.70882	361.0462	508.45843	698.70917	759.0477	753.37698	437.52001	425.60157	566.31168	589.24025	319.04764	269.90682	456.48916	406.23486	426.44694	444.95183	91.19913	536.75933	429.87214	833.84654	881.52779	474.54227	516.43154	353.2478	426.27662	553.41289	417.48775	472.38699	356.11991	350.30807	391.79621	412.64338	507.30141	670.64783	372.12933	230.49405	278.60863	372.51215	418.53263	319.81914	253.53282	402.28342	299.26352	385.81099	422.50001	455.26843	504.10409	496.15503	232.06205	290.47651	299.54555	270.39687	454.37537	390.03355	310.47197	317.56781	463.22549	352.37083	294.84891	430.72578	588.99598	242.93959	229.29288	202.14086	307.36889	207.16848	366.31244	343.44421	249.32779	282.51188	625.99732	692.79969	533.2506	458.99577	306.34807	355.5644	284.83998	440.01995	415.21887	208.27326	365.04809	280.239	299.88504	277.61525	403.17216	798.7593	512.60718	251.43973	571.01712	480.46556	676.43686	419.99871	679.3063	572.24697	486.42504	581.84555	293.65488	183.40918	190.769	432.6932	384.25287	857.34683	743.85187	752.02471	290.18243	269.18478	352.23859	423.74025	497.69425	252.00356	729.96597	844.04291	562.73701	572.91923	166.92933	275.97847	448.91628	501.00877	448.9003	438.14903	266.01073	418.22294	477.05062
CE12	728.02847	788.57484	510.81471	425.81508	315.21165	248.06791	1021.57478	1091.09375	699.07784	517.20401	587.103	512.14878	503.81521	421.94048	361.85487	325.88289	524.08993	534.10032	731.3384	621.56921	301.50403	403.10777	885.31216	798.63508	368.21559	729.2786	831.70371	1055.22003	308.31815	518.08192	629.53526	485.28704	334.88932	455.92142	459.25849	632.31214	425.89416	593.43341	498.00745	485.73204	637.43782	273.32015	446.55718	402.15358	918.79925	1018.5536	330.61238	465.23452	544.33863	574.27862	266.15905	507.88126	649.86801	625.87259	550.07063	321.62686	407.58725	364.51803	499.55103	502.06577	18.36683	910.87959	814.81207	424.84073	246.17623	501.71539	527.96268	556.98137	743.05104	670.77146	379.95892	510.07936	437.92029	466.00464	450.98365	430.79771	211.50224	633.64275	808.88072	416.47889	527.48582	423.78004	480.05103	327.75606	317.73911	538.92166	358.1439	213.19295	334.66505	490.41959	373.97134	522.92189	306.86817	87.6222	632.34614	427.65627	559.6186	593.43034	472.74457	297.9586	238.27005	793.79299	626.84472	607.77266	459.7862	340.13351	304.3851	857.858	878.15202	887.95621	687.36203	664.06334	305.18123	399.04207	201.48157	260.90877	627.38634	451.17429	675.63973	353.67841	371.06911	762.28893	551.27624	472.84439	599.64709	795.60054	828.42022	182.89451	271.99398	279.40024	368.07292	398.7501	417.71673	858.60417	584.57029	628.34721	255.33268	574.28735	335.07567	194.48704	468.25769	567.93071	597.62011	675.16864	769.3822	326.29773	340.25628	818.48939	817.41189	283.57734	327.33033	164.43842	389.23333	719.6839	675.19843	578.29915	392.19156	497.75571	404.18562	437.8492	438.73665	799.03593	464.06354	173.95099	433.56747	313.74319	415.59783	701.46724	980.33973	661.56202	607.32512	610.8902	716.28558	552.23614	419.19557	567.46316	778.03305	447.53715	274.95289	787.75068	365.94247	667.35679	211.56704	246.36755	485.02441	597.90954	228.86155	522.19419	825.88096	446.39866	277.92524	213.47076	428.38428	730.05516	591.18797	471.45232	515.96243	543.71995	440.96822	426.44057
CE13	0.41395	0.20093	1.37145	0.4578	0.54482	0.03919	NA	NA	NA	0.26873	NA	0.76299	0.1808	0.13652	0.99388	0.33119	NA	3.64982	0.42388	NA	0.43719	NA	NA	NA	0.11012	0.28063	0.19907	NA	1.14665	0.03736	NA	0.30096	1.4472	NA	NA	6.5644	3.23928	0.76885	NA	0.04463	0.61124	2.24847	0.60144	0.18041	0.08681	NA	0.24435	0.8459	0.58107	0.20706	7.43125	7.28521	0.4592	0.51931	0.04034	0.44636	0.32389	0.08299	0.37201	NA	NA	0.16555	0.06533	0.17935	NA	0.07903	0.13903	0.39206	0.05012	NA	NA	0.34507	NA	NA	NA	0.04795	0.11937	NA	NA	NA	NA	NA	0.13718	NA	NA	0.95299	1.68156	0.41371	0.21107	NA	0.15983	NA	1.58703	NA	1.45235	NA	0.24966	NA	NA	NA	NA	NA	1.0491	NA	NA	0.18231	0.09365	NA	NA	NA	NA	NA	0.65973	3.69413	0.15833	0.48722	0.43692	5.07397	0.20709	0.3592	0.04477	NA	NA	NA	0.03977	NA	0.47695	0.06318	NA	NA	0.33552	0.49643	4.23823	0.3714	0.08849	0.18947	NA	NA	0.36673	0.08067	0.27334	NA	3.88974	NA	NA	0.80084	2.26895	NA	NA	0.02732	0.21768	0.03651	0.43483	0.06092	0.41347	NA	4.756	1.73687	2.61458	2.40004	NA	0.21824	NA	NA	NA	NA	0.2608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07933	NA	0.13524	0.08446	0.39417	0.07577	0.55291	NA	0.35362	NA	NA	NA	NA	1.21772	0.37342	NA	NA	NA	0.08459	0.36753	NA	0.08624
CE14	8.52748	3.08323	24.30045	10.43542	1.05904	1.95761	28.15818	0.91022	7.60217	1.15405	13.07477	20.19614	3.1183	64.33276	108.5752	24.22779	5.57036	18.76804	6.29215	11.39876	3.38284	4.41777	0.57062	0.66617	5.3715	2.30937	28.65669	2.56789	7.20695	1.99782	5.01102	1.38509	9.84932	6.72089	3.2142	1.98318	2.17419	12.70934	10.54237	1.23456	1.06637	6.20513	5.77087	1.46396	1.55648	0.38053	4.30787	3.18314	0.96175	0.84158	25.13116	6.28882	0.61072	2.37198	5.53284	1.48451	2.72086	5.536	0.99269	11.12348	39.78641	1.34532	2.06369	1.1728	1.3063	3.27953	70.69552	3.06299	10.98796	9.24226	9.69796	11.32363	2.30472	5.71174	7.43557	6.65578	6.30118	1.44691	NA	126.66761	117.97185	6.18981	2.89119	1.12469	2.15002	8.44781	38.40177	5.22998	6.7335	3.00262	39.03439	16.07677	3.27844	25.74709	1.44077	1.49876	0.73358	2.68624	15.94421	5.4828	3.12892	0.74339	0.63369	7.54415	2.78295	4.02646	5.57501	8.71285	0.49826	3.90487	3.21939	2.01855	6.75408	3.85628	5.8155	2.0644	0.9053	0.76296	1.42852	7.1512	3.32587	3.06504	7.44916	0.08167	3.79358	1.57329	12.25787	1.55121	5.10214	5.12951	2.30448	3.27817	0.92484	1.16285	2.70924	10.69671	2.42315	2.91098	22.1424	28.76041	3.78464	0.51232	0.33152	1.12666	4.14471	5.15298	3.66779	4.23004	0.66182	0.3497	0.43279	11.50771	6.08832	2.45253	1.83977	17.54223	0.64145	1.73062	3.98612	3.33096	2.80702	5.3294	1.63692	8.0959	2.43642	3.06477	3.0854	2.03978	1.00175	1.14688	4.57491	1.59547	3.68049	1.17885	0.94591	4.81602	0.43162	6.12612	9.70927	0.95854	12.02602	1.29443	7.75565	8.62751	12.71907	2.30961	36.13273	3.85456	2.44918	3.83261	10.30041	11.41977	6.67922	0.16938	1.67578	1.73509	1.21341	4.10022	0.67877	0.22777
CE15	0.53015	12.84412	62.90577	68.56667	25.44814	22.90051	157.30162	211.25288	30.57841	33.59525	58.38976	31.21473	23.11308	57.03128	52.85074	20.75314	24.3977	46.28294	76.02435	116.82607	82.19091	32.97187	50.9696	18.10983	86.71681	95.54378	6.92892	30.38921	47.95636	45.85912	27.46966	31.6045	21.45932	132.73167	143.15282	132.36976	97.58627	34.18158	29.22089	13.62894	58.01643	26.57583	54.53929	2.81064	16.57316	4.99531	48.60547	68.54279	49.12846	41.04058	57.20778	72.18214	13.0696	20.99897	96.9007	45.18229	63.47405	30.37452	30.26926	17.67841	12.55493	15.91792	4.04408	37.79937	4.25283	118.1612	65.07527	18.15511	2.51955	21.1581	76.12681	61.49082	99.9454	64.07172	91.63746	119.90616	13.25372	15.25453	17.01856	12.66929	7.88425	126.80218	95.53015	12.51523	14.82669	132.10067	81.48851	34.57534	21.84191	22.22848	11.98507	11.43715	9.89929	19.18065	103.56193	9.73924	129.27976	152.46031	59.71817	3.60109	19.92794	115.52674	108.06375	65.53131	32.17937	5.57716	6.99106	10.67755	8.15194	103.49537	64.55572	90.16928	67.71798	84.57691	20.54876	20.16975	30.67115	33.28578	260.31651	74.96229	64.8616	3.87406	2.97541	121.52173	160.09482	29.58517	45.8103	10.53666	5.39306	5.60965	24.76369	53.21695	76.75195	42.09722	120.63311	129.86354	7.65313	37.13884	29.33983	73.86937	38.24029	85.46323	18.78359	17.74303	35.92867	56.69058	99.90773	143.65516	130.31201	4.07034	6.50808	43.44574	61.99308	30.87194	63.55235	67.61559	85.2395	133.16419	139.54746	121.81181	71.92058	149.09429	93.69468	43.98953	1.23357	14.19271	34.40908	175.28755	211.43267	180.08115	152.7848	11.68557	7.47177	62.77636	15.48722	20.09339	0.88726	20.41028	53.04125	153.71814	38.53926	16.80447	82.75593	71.36964	10.43269	1.77648	65.81462	100.42554	168.80075	5.72869	8.6078	49.60046	93.54728	2.75788	2.19161	5.44646	4.11493	40.09794	30.34326	29.3957
CE17	23.55708	32.51174	37.76941	36.54724	5.85992	2.15966	3.41244	2.67138	6.43987	8.19971	24.5987	9.53851	32.62924	5.07371	7.96468	17.66917	22.39925	24.54224	31.16488	8.00527	10.94105	51.32061	3.10226	5.61617	19.20801	12.33531	0.53101	0.2856	45.97683	28.36091	3.22945	5.37015	12.67389	4.15883	1.17467	6.34296	48.99036	18.27641	5.46293	4.05246	8.62865	28.62209	20.72578	12.28965	0.53147	1.06875	46.39438	36.44912	35.03878	9.58535	13.19442	21.46511	19.2948	17.08013	2.93816	41.23912	18.07184	5.06883	7.19273	10.45886	1.47077	7.81269	10.65163	4.44762	1.75426	6.20771	7.35826	11.44088	3.41021	2.1465	7.16783	11.04625	14.87912	6.6116	2.7403	6.76956	14.72536	2.15457	0.92762	8.13615	0.81795	5.09311	0.91248	3.34388	3.76683	13.88396	13.80157	16.9363	19.03726	11.82614	4.61876	5.12819	4.68552	37.13993	25.1372	1.25452	5.19185	4.05368	6.53326	2.15658	18.21837	35.79205	29.47625	7.7385	5.08346	28.3883	14.2761	5.859	4.0281	4.10031	1.9755	52.97281	19.38909	17.69497	17.67262	6.98875	5.2829	31.46049	7.42094	8.54662	20.85748	7.08082	17.29431	3.16089	3.22648	1.00106	5.06213	12.19099	1.64905	3.94391	5.92817	13.58955	2.61542	3.74634	8.95367	16.26973	12.50401	3.74124	29.22895	16.76062	22.42445	43.34	19.14912	5.45151	6.42251	26.92839	18.49373	5.80992	11.31416	0.34806	6.41427	11.20266	15.52045	3.97835	5.21703	2.41263	35.84665	12.21385	61.08517	45.9251	11.00619	19.32539	2.29365	4.39748	5.73654	1.52764	12.44769	1.02702	3.10289	1.30061	2.60899	1.50709	0.60337	0.83317	22.91972	11.79124	2.168	3.88767	3.23245	14.46118	1.78862	25.32867	5.27935	11.7888	1.84128	0.22503	34.98394	18.86198	21.27405	4.4572	3.71722	63.69064	38.46104	3.14989	2.81891	1.77686	5.55067	28.24086	9.70835	0.82292
CE2	125.55788	43.51872	67.00886	63.20294	11.78407	16.02383	4.18363	4.08862	19.38825	64.13874	87.00074	31.37869	59.60251	22.4451	16.73443	119.61769	167.80421	45.73011	49.65863	25.18731	52.50409	59.52177	52.68093	58.83897	71.56477	19.76542	225.13239	260.3426	85.59887	72.52967	7.33474	17.49734	72.94586	14.69683	9.75905	59.80097	118.58976	44.49646	26.1875	9.82367	19.55088	56.37196	51.49296	292.83458	264.34762	333.90392	78.11513	72.03502	86.15817	68.77334	25.47204	97.15128	88.25151	79.67312	38.22339	83.07252	52.70572	259.70486	184.19726	11.01379	1.16113	13.74176	19.61123	213.46223	344.11577	36.81818	27.62469	47.84222	7.05569	6.46844	50.45756	51.74302	53.2728	44.93153	4.61997	11.81951	70.12676	35.39672	48.81864	23.92691	3.94688	29.64656	35.67163	219.55176	214.61019	79.01268	74.51343	101.60634	75.77971	31.83772	149.3738	171.67189	314.60689	40.21608	37.70618	144.71879	54.35264	25.25922	14.51139	158.89596	77.22534	35.54963	41.65074	36.06107	12.29135	175.22963	155.84786	230.90292	248.14548	8.16376	75.71827	92.41272	63.11841	46.63088	40.04525	58.03031	49.70628	134.63148	115.49451	57.28073	71.42879	10.52991	17.23565	12.11312	8.46712	4.05117	13.36221	90.62284	45.96848	238.92666	259.7759	97.29469	26.86736	11.3833	92.10585	65.08695	2.10448	9.66815	47.75881	85.48497	39.43831	63.62894	51.08068	19.65847	41.7671	106.1364	64.10529	17.9725	21.01138	324.78661	269.53285	42.5992	66.34826	9.6113	14.60247	10.76923	77.77729	41.30085	161.35958	87.58527	14.99745	40.94112	18.49254	43.30362	16.12842	263.43019	262.24326	20.82615	19.4896	7.63745	9.22923	39.08456	8.37094	38.83992	16.80485	15.2515	85.75196	66.80837	81.44829	21.34415	63.57593	40.13246	59.27391	44.61156	93.73664	135.84794	54.24002	36.86509	34.84707	8.08512	4.06978	194.272	139.16081	149.70577	219.6563	126.56253	130.24017	42.12809	266.2337	330.29728
CE3	4.57444	0.96824	0.78463	0.43981	0.62	0.90182	NA	NA	NA	0.78603	4.93922	2.19557	0.95139	0.35788	0.73039	7.86698	9.80505	3.04258	4.52722	NA	2.47374	2.58361	2.0796	0.4608	0.48288	NA	0.46624	0.05997	2.95847	3.23099	0.78033	2.30041	4.70071	4.89593	0.70854	0.93065	6.054	6.78928	3.18869	0.09782	2.84764	3.7059	2.43781	3.48223	0.82818	1.09484	3.26768	1.11275	2.4869	1.30423	4.85726	1.54636	1.423	2.5399	NA	4.06735	3.92562	3.66598	8.43622	NA	NA	0.07919	0.11719	5.9543	NA	0.06645	0.32574	4.57196	NA	NA	0.28796	0.20634	5.10937	4.62544	NA	0.21015	1.93107	1.45174	0.3972	0.04864	1.277	0.15224	0.10264	1.2514	3.19857	0.87743	1.0811	3.20003	1.35307	3.75952	2.70682	1.27058	1.60205	NA	0.47153	12.41947	0.27356	1.23146	1.04521	1.16489	4.12641	0.18134	1.40622	0.5721	1.44612	2.01261	1.08839	2.95646	0.52588	0.6416	0.27513	0.13223	1.53448	2.27418	2.43286	3.12177	NA	0.09885	0.29296	5.02661	1.61897	NA	NA	1.2706	2.74514	0.36822	2.35472	NA	NA	1.77842	5.80497	0.58929	1.28247	NA	NA	NA	0.13642	3.74516	3.49624	7.67119	NA	NA	5.57131	NA	NA	1.46697	1.29772	NA	NA	0.12775	2.23463	2.15847	5.30033	1.41284	0.53946	0.78993	NA	NA	3.40015	0.85858	NA	NA	0.46219	1.4019	NA	0.57476	0.66199	NA	NA	2.95095	2.98752	0.99013	0.96658	NA	NA	NA	NA	0.83407	0.11284	NA	0.60226	0.61428	0.85559	1.73501	0.69225	NA	1.46287	NA	NA	NA	NA	1.20691	0.64488	0.48533	0.50019	5.10708	7.89313	0.49202	0.41332	NA
CE4	829.9715	886.47593	889.9354	991.59608	623.14504	579.0688	793.93243	821.72277	849.74506	879.22619	1017.02295	920.19355	973.51148	646.21532	692.11424	875.06454	675.73591	853.6773	949.21903	798.96331	878.00002	805.32156	916.40602	967.17116	855.7868	979.82469	500.42089	539.78478	1108.23242	942.81008	997.20604	977.47805	888.69251	756.26245	616.64678	915.8538	1126.61372	962.74568	748.74933	920.5549	882.17597	822.65554	920.53695	727.89547	669.43672	568.80447	953.50576	885.59626	889.83972	945.03693	982.95406	817.35002	1038.08832	991.60935	844.12368	949.17512	840.09559	754.40215	820.94998	809.53455	664.83313	877.89425	911.20901	627.62964	458.18027	936.65966	662.12287	939.88699	1207.9735	1130.07125	805.4847	878.81503	767.55367	680.58195	947.66179	763.51499	687.23869	779.6626	855.2783	835.78308	943.81393	927.79301	840.064	433.74926	494.91562	957.10401	825.65946	799.01621	1058.69862	985.58692	537.59629	456.31954	657.75029	1308.90905	914.3544	481.3565	712.66515	833.23158	786.6202	457.56786	684.78429	847.36416	834.15945	787.72687	707.35559	662.64667	653.02389	655.91578	589.37146	727.85164	722.29815	811.75248	794.46448	829.63961	701.58572	669.0327	935.11556	980.14457	618.81317	831.93307	890.65821	959.90301	958.14047	870.1031	728.69024	985.08997	1062.29419	828.02174	834.80377	512.58133	602.6676	883.54946	792.01217	860.8616	741.94116	807.2894	927.53459	817.357	1005.28648	928.31762	1087.36912	783.34375	1106.28619	1070.10646	976.77586	971.43988	925.81335	806.13801	798.16795	524.29129	648.92761	846.25256	830.25439	767.3786	961.88197	871.22803	976.99573	807.56464	1045.57727	1021.29763	761.07908	792.79028	690.69707	824.5653	919.76644	475.73059	604.06026	898.09322	906.8917	1023.2377	1104.91626	858.10931	1045.01848	784.00402	854.54828	1023.91748	471.7138	619.45713	798.69762	726.35735	790.97711	802.82447	1109.25659	807.08107	577.56226	405.60736	888.45767	723.50296	868.70176	823.00469	761.41219	1055.54815	1019.62239	370.35425	456.60896	440.81001	487.11305	974.52487	565.10501	481.48379
CE5	NA	NA	NA	NA	NA	NA	NA	0.16715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CE6	21.71363	115.00745	90.10037	61.04196	293.08812	299.18764	21.94086	28.14573	103.123	110.70479	105.21151	107.04521	58.72323	62.25855	87.71627	140.07518	261.38214	48.11095	92.77444	81.58426	75.42818	65.27377	161.46052	178.01312	75.07288	73.50813	298.2577	345.54362	69.76193	104.01272	109.81561	80.60523	119.74748	63.74084	102.72903	69.03363	38.76445	106.41561	116.47817	100.37912	168.25951	33.7696	62.35517	406.07381	431.65942	428.65953	22.91813	18.4328	70.33105	44.06277	31.4926	176.10848	166.05839	143.15403	87.77785	38.50431	55.222	570.39575	369.03309	111.27135	39.55411	202.57708	170.80157	301.57257	489.15788	64.36513	75.64024	112.90407	94.85967	91.30708	98.09046	64.97229	117.23676	90.29161	27.42682	94.12485	31.00887	111.54172	153.017	51.48175	64.3231	160.63703	91.70079	71.27998	81.89307	53.27331	32.3036	21.01331	77.27987	103.36378	238.28758	335.52036	363.11583	132.11775	236.78771	334.2272	187.11598	170.83409	59.49703	461.55301	230.09701	30.46645	120.8824	181.70501	66.43914	237.46958	284.77587	312.60147	288.8226	75.79237	75.00854	77.47265	45.15556	50.13037	22.37645	29.45888	99.9366	63.09987	430.85228	224.82099	56.71174	77.07544	85.24315	41.9623	104.49251	165.99329	206.48736	58.56379	118.62741	380.84816	311.64849	61.14784	39.11192	95.70197	45.82396	159.45599	34.96293	127.67048	82.51523	39.50516	63.80622	120.89134	112.62265	127.70214	160.27125	90.46882	116.90856	160.05214	211.58837	477.35316	404.70945	56.67558	69.99363	186.40027	44.47235	69.65835	33.16205	144.13377	58.59435	69.91011	53.94255	53.73194	23.17601	29.94901	172.94459	403.95151	331.52137	167.31476	47.53534	81.96173	109.30616	91.73393	122.72895	72.69399	153.22803	446.71654	406.98597	236.06726	29.91854	19.01699	60.46439	185.16907	90.29051	46.80387	367.07519	555.99343	43.9743	10.81942	9.54825	234.5788	205.54951	29.60975	82.52784	370.20266	377.83326	363.98604	353.13041	156.62464	310.59792	424.21739
CE7	209.00715	194.5148	206.00281	178.4123	209.97248	214.64912	297.17495	351.19422	200.33167	233.58719	141.54733	154.54377	154.33132	164.38535	143.55159	123.91445	180.90436	207.5286	331.27089	289.41565	178.7479	156.21863	193.29655	214.42718	303.83037	232.70245	213.73319	266.19088	118.89985	158.20634	136.06912	163.80125	132.70709	191.77891	187.15161	264.76508	178.34901	200.9577	189.56922	55.6926	151.09604	107.8187	226.23607	208.6687	491.35841	571.8689	106.44865	133.75195	163.2547	169.33889	131.59057	236.63525	76.68397	104.4479	283.20558	115.3271	148.09511	411.9736	300.1769	188.48364	13.87477	303.98153	229.74599	462.70907	601.87647	237.3529	182.86772	94.35694	348.85248	310.73864	196.70035	183.2031	246.45514	228.53035	158.35648	216.93259	107.27845	154.17031	167.99796	123.86858	154.69252	294.53934	350.3985	235.16058	228.63278	200.80261	185.5281	66.46076	74.65938	67.23079	244.1518	333.80679	478.93662	59.7584	362.50114	320.41972	264.06951	260.11627	195.40011	304.41591	196.73592	247.01944	263.10799	301.57583	294.29208	198.10222	195.56219	207.73596	202.97813	324.99852	334.40614	245.02668	119.57114	175.4943	77.20236	94.61404	109.04209	152.93888	351.94116	215.99902	140.87743	274.54924	233.58727	203.68921	290.40062	65.41785	88.81469	306.21452	305.46861	467.20971	460.09921	147.87508	176.46588	332.34587	358.62169	320.60059	26.47848	159.75934	154.59603	179.38359	175.94342	268.23455	66.94615	162.47724	249.51747	183.89012	207.973	513.41966	507.58747	280.26626	243.54545	102.84783	214.70108	77.94847	192.33375	210.92896	168.69788	205.61508	181.50992	206.46189	234.89187	322.5308	245.3891	99.27373	228.54194	265.79017	332.86814	353.19316	311.92762	286.28131	284.35864	194.83872	200.64459	272.16837	249.77667	461.07426	552.8512	314.85791	257.83921	238.44599	229.0855	109.81191	124.57423	143.50267	309.19254	504.70691	120.72602	141.01434	230.58981	367.23295	295.17269	78.09158	142.00448	410.842	321.79425	355.96407	336.92041	79.73335	233.05474	251.85309
CE8	761.88511	574.90998	544.55322	560.25682	239.61546	164.48132	1357.91433	1411.47455	517.01712	380.46608	438.29911	281.64473	383.71152	623.5753	612.23042	348.3392	551.87458	803.84975	870.49174	753.27798	417.07672	437.80703	579.72512	360.16714	518.17924	785.49933	766.89873	876.57216	287.81383	484.38189	385.46391	433.92561	343.45346	733.72673	804.8921	618.7612	468.65204	474.77091	353.11743	178.81203	403.43742	345.49655	538.04845	736.6216	686.51667	714.52676	473.12326	636.52513	565.83342	488.86183	393.06569	746.75191	322.77416	384.66158	730.11285	486.87403	497.59205	653.85976	578.96205	397.0398	107.80331	380.80366	392.94629	661.20761	661.34217	694.3549	715.02824	361.88747	501.69878	502.42335	538.75289	627.5522	679.20023	635.02478	671.11604	696.81464	387.98351	328.58068	406.26275	392.83147	415.14009	719.99706	701.83286	850.8184	820.9519	562.86806	428.28392	391.05	187.49085	183.19382	476.02653	523.70431	626.97761	172.00994	710.46938	539.31935	689.79476	671.34257	692.79532	859.44827	494.39105	1067.63624	759.49769	762.92968	719.54985	515.05595	499.03421	743.94087	693.75505	1221.99319	915.07367	769.13012	497.45604	579.50226	295.34889	268.81485	344.87828	403.54752	571.49618	355.36971	584.48295	840.49029	633.20035	625.65975	875.66333	307.87065	285.49616	269.12229	408.6682	582.17478	624.97657	683.35686	542.74551	1158.87998	783.04313	867.1625	184.19095	349.14469	156.43373	193.8825	498.96944	580.31683	306.60548	289.31568	484.35916	451.81136	605.15677	947.63533	886.30132	1033.63838	918.63905	206.37841	453.40899	293.8943	558.61557	597.36635	596.25989	728.29144	575.5289	609.66356	704.26729	904.8251	532.22438	210.23988	431.29119	758.48216	757.80021	639.86682	1191.02964	787.23892	849.00726	446.67352	456.47949	528.25385	511.58118	999.79237	443.89819	288.8424	197.67748	945.39632	187.4085	166.78297	275.03769	526.535	479.47352	903.19011	376.66668	614.43959	865.47707	712.96731	375.05667	397.53462	431.71294	521.78605	657.89288	588.66112	608.49876	278.0189	627.65928	663.80275
